维度模式,Sheet名称,w值,排序标准,星数,CV_R2,OOT_SMOOTH_R2,OOT_RAW_R2,alpha,完整文件名
3D_V,整库_w=5,5,合平均面积,19,0.4479,0.2693,0.2062,250.6825,19星_Ridge_CV-R2_0.4479_OOT-SMOOTH-R2_0.2693_OOT-RAW-R2_0.2062_Params_alpha_250.6825.png
3D,整库_w=5,5,合平均面积,16,0.4371,0.2712,0.2061,139.4152,16星_Ridge_CV-R2_0.4371_OOT-SMOOTH-R2_0.2712_OOT-RAW-R2_0.2061_Params_alpha_139.4152.png
3D,整库_w=5,5,合平均面积,17,0.4226,0.269,0.2042,134.5155,17星_Ridge_CV-R2_0.4226_OOT-SMOOTH-R2_0.2690_OOT-RAW-R2_0.2042_Params_alpha_134.5155.png
3D_V,整库_w=5,5,合平均面积,21,0.4467,0.2604,0.1998,294.0651,21星_Ridge_CV-R2_0.4467_OOT-SMOOTH-R2_0.2604_OOT-RAW-R2_0.1998_Params_alpha_294.0651.png
6D,整库_w=5,5,合平均面积,20,0.4221,0.2609,0.1995,425.9826,20星_Ridge_CV-R2_0.4221_OOT-SMOOTH-R2_0.2609_OOT-RAW-R2_0.1995_Params_alpha_425.9826.png
3D_V,整库_w=5,5,合平均面积,22,0.4364,0.2568,0.1971,298.2324,22星_Ridge_CV-R2_0.4364_OOT-SMOOTH-R2_0.2568_OOT-RAW-R2_0.1971_Params_alpha_298.2324.png
3D,整库_w=4,4,合面积,17,0.4797,0.257,0.1961,18.8472,17星_Ridge_CV-R2_0.4797_OOT-SMOOTH-R2_0.2570_OOT-RAW-R2_0.1961_Params_alpha_18.8472.png
3D_V,整库_w=5,5,合平均面积,20,0.4435,0.2541,0.1947,254.9764,20星_Ridge_CV-R2_0.4435_OOT-SMOOTH-R2_0.2541_OOT-RAW-R2_0.1947_Params_alpha_254.9764.png
3D_V,整库_w=5,5,合平均面积,24,0.4351,0.2526,0.1938,296.8748,24星_Ridge_CV-R2_0.4351_OOT-SMOOTH-R2_0.2526_OOT-RAW-R2_0.1938_Params_alpha_296.8748.png
3D_V,整库_w=5,5,合平均面积,23,0.4352,0.2511,0.1927,297.6407,23星_Ridge_CV-R2_0.4352_OOT-SMOOTH-R2_0.2511_OOT-RAW-R2_0.1927_Params_alpha_297.6407.png
3D,整库_w=5,5,合平均面积,18,0.4123,0.2511,0.1903,125.1533,18星_Ridge_CV-R2_0.4123_OOT-SMOOTH-R2_0.2511_OOT-RAW-R2_0.1903_Params_alpha_125.1533.png
6D,整库_w=5,5,合平均面积,21,0.4229,0.2426,0.1857,498.9872,21星_Ridge_CV-R2_0.4229_OOT-SMOOTH-R2_0.2426_OOT-RAW-R2_0.1857_Params_alpha_498.9872.png
3D,整库_w=5,5,合平均面积,19,0.404,0.245,0.1855,114.9854,19星_Ridge_CV-R2_0.4040_OOT-SMOOTH-R2_0.2450_OOT-RAW-R2_0.1855_Params_alpha_114.9854.png
6D,整库_w=5,5,合平均面积,22,0.4117,0.2392,0.1832,514.198,22星_Ridge_CV-R2_0.4117_OOT-SMOOTH-R2_0.2392_OOT-RAW-R2_0.1832_Params_alpha_514.1980.png
6D,整库_w=5,5,合平均面积,24,0.4095,0.2388,0.1828,514.8468,24星_Ridge_CV-R2_0.4095_OOT-SMOOTH-R2_0.2388_OOT-RAW-R2_0.1828_Params_alpha_514.8468.png
6D,整库_w=5,5,合平均面积,23,0.4095,0.2358,0.1806,516.655,23星_Ridge_CV-R2_0.4095_OOT-SMOOTH-R2_0.2358_OOT-RAW-R2_0.1806_Params_alpha_516.6550.png
3D,整库_w=4,4,合面积,18,0.4698,0.2356,0.1795,21.0211,18星_Ridge_CV-R2_0.4698_OOT-SMOOTH-R2_0.2356_OOT-RAW-R2_0.1795_Params_alpha_21.0211.png
3D,整库_w=4,4,合面积,19,0.4503,0.2308,0.1759,20.9911,19星_Ridge_CV-R2_0.4503_OOT-SMOOTH-R2_0.2308_OOT-RAW-R2_0.1759_Params_alpha_20.9911.png
3D,整库_w=5,5,合平均面积,29,0.4258,0.2,0.1533,2044.8725,29星_Ridge_CV-R2_0.4258_OOT-SMOOTH-R2_0.2000_OOT-RAW-R2_0.1533_Params_alpha_2044.8725.png
6D,整库_w=5,5,合面积,9,0.4373,0.1912,0.153,4.4942,9星_Ridge_CV-R2_0.4373_OOT-SMOOTH-R2_0.1912_OOT-RAW-R2_0.1530_Params_alpha_4.4942.png
3D,整库_w=5,5,合平均面积,30,0.4238,0.1922,0.1473,2015.8375,30星_Ridge_CV-R2_0.4238_OOT-SMOOTH-R2_0.1922_OOT-RAW-R2_0.1473_Params_alpha_2015.8375.png
3D,整库_w=5,5,合平均面积,31,0.4192,0.1875,0.1437,1969.3279,31星_Ridge_CV-R2_0.4192_OOT-SMOOTH-R2_0.1875_OOT-RAW-R2_0.1437_Params_alpha_1969.3279.png
6D,整库_w=5,5,合平均面积,29,0.4265,0.1788,0.1371,4318.7501,29星_Ridge_CV-R2_0.4265_OOT-SMOOTH-R2_0.1788_OOT-RAW-R2_0.1371_Params_alpha_4318.7501.png
3D_V,整库_w=4,4,合数,12,0.414,0.1794,0.1367,1328.4954,12星_Ridge_CV-R2_0.4140_OOT-SMOOTH-R2_0.1794_OOT-RAW-R2_0.1367_Params_alpha_1328.4954.png
3D,整库_w=5,5,合平均面积,32,0.4306,0.1754,0.1344,1869.3906,32星_Ridge_CV-R2_0.4306_OOT-SMOOTH-R2_0.1754_OOT-RAW-R2_0.1344_Params_alpha_1869.3906.png
3D_V,整库_w=4,4,合数,10,0.4086,0.175,0.1338,1289.1788,10星_Ridge_CV-R2_0.4086_OOT-SMOOTH-R2_0.1750_OOT-RAW-R2_0.1338_Params_alpha_1289.1788.png
3D_V,整库_w=5,5,合平均面积,7,0.4197,0.1718,0.1328,207.409,7星_Ridge_CV-R2_0.4197_OOT-SMOOTH-R2_0.1718_OOT-RAW-R2_0.1328_Params_alpha_207.4090.png
3D_V,整库_w=4,4,合数,9,0.413,0.1736,0.1327,1282.4246,9星_Ridge_CV-R2_0.4130_OOT-SMOOTH-R2_0.1736_OOT-RAW-R2_0.1327_Params_alpha_1282.4246.png
3D,整库_w=4,4,合面积,21,0.4233,0.1719,0.1305,29.766,21星_Ridge_CV-R2_0.4233_OOT-SMOOTH-R2_0.1719_OOT-RAW-R2_0.1305_Params_alpha_29.7660.png
3D,整库_w=4,4,合面积,20,0.4247,0.1717,0.1303,30.3399,20星_Ridge_CV-R2_0.4247_OOT-SMOOTH-R2_0.1717_OOT-RAW-R2_0.1303_Params_alpha_30.3399.png
6D,整库_w=5,5,合平均面积,30,0.4238,0.1694,0.1299,4185.3825,30星_Ridge_CV-R2_0.4238_OOT-SMOOTH-R2_0.1694_OOT-RAW-R2_0.1299_Params_alpha_4185.3825.png
3D_V,整库_w=5,5,合平均面积,29,0.4079,0.166,0.1291,1956.8854,29星_Ridge_CV-R2_0.4079_OOT-SMOOTH-R2_0.1660_OOT-RAW-R2_0.1291_Params_alpha_1956.8854.png
6D,整库_w=4,4,合面积,13,0.4072,0.1575,0.1265,13.974,13星_Ridge_CV-R2_0.4072_OOT-SMOOTH-R2_0.1575_OOT-RAW-R2_0.1265_Params_alpha_13.9740.png
6D,整库_w=5,5,合平均面积,7,0.4013,0.1626,0.1263,372.5742,7星_Ridge_CV-R2_0.4013_OOT-SMOOTH-R2_0.1626_OOT-RAW-R2_0.1263_Params_alpha_372.5742.png
3D_V,整库_w=5,5,合平均面积,6,0.4242,0.1605,0.1241,208.4989,6星_Ridge_CV-R2_0.4242_OOT-SMOOTH-R2_0.1605_OOT-RAW-R2_0.1241_Params_alpha_208.4989.png
6D,整库_w=5,5,合平均面积,31,0.4177,0.1606,0.1231,4050.7486,31星_Ridge_CV-R2_0.4177_OOT-SMOOTH-R2_0.1606_OOT-RAW-R2_0.1231_Params_alpha_4050.7486.png
3D_V,整库_w=5,5,合平均面积,30,0.4049,0.1574,0.1225,1870.2249,30星_Ridge_CV-R2_0.4049_OOT-SMOOTH-R2_0.1574_OOT-RAW-R2_0.1225_Params_alpha_1870.2249.png
3D_V,整库_w=5,5,合平均面积,25,0.4464,0.1584,0.1216,301.4657,25星_Ridge_CV-R2_0.4464_OOT-SMOOTH-R2_0.1584_OOT-RAW-R2_0.1216_Params_alpha_301.4657.png
3D_V,整库_w=4,4,合数,11,0.416,0.1594,0.121,1330.3389,11星_Ridge_CV-R2_0.4160_OOT-SMOOTH-R2_0.1594_OOT-RAW-R2_0.1210_Params_alpha_1330.3389.png
3D_V,整库_w=5,5,合平均面积,9,0.4215,0.1559,0.1207,203.0399,9星_Ridge_CV-R2_0.4215_OOT-SMOOTH-R2_0.1559_OOT-RAW-R2_0.1207_Params_alpha_203.0399.png
3D_V,整库_w=5,5,合平均面积,8,0.4272,0.1539,0.1191,198.554,8星_Ridge_CV-R2_0.4272_OOT-SMOOTH-R2_0.1539_OOT-RAW-R2_0.1191_Params_alpha_198.5540.png
3D_V,整库_w=5,5,合平均面积,34,0.4388,0.1518,0.1182,1807.1049,34星_Ridge_CV-R2_0.4388_OOT-SMOOTH-R2_0.1518_OOT-RAW-R2_0.1182_Params_alpha_1807.1049.png
6D,整库_w=5,5,合平均面积,6,0.405,0.1512,0.1175,384.5063,6星_Ridge_CV-R2_0.4050_OOT-SMOOTH-R2_0.1512_OOT-RAW-R2_0.1175_Params_alpha_384.5063.png
6D,整库_w=5,5,合平均面积,34,0.4568,0.1518,0.1165,4057.707,34星_Ridge_CV-R2_0.4568_OOT-SMOOTH-R2_0.1518_OOT-RAW-R2_0.1165_Params_alpha_4057.7070.png
3D_V,整库_w=5,5,合平均面积,36,0.4258,0.1479,0.1152,1756.2102,36星_Ridge_CV-R2_0.4258_OOT-SMOOTH-R2_0.1479_OOT-RAW-R2_0.1152_Params_alpha_1756.2102.png
3D_V,整库_w=5,5,合平均面积,35,0.4246,0.1476,0.115,1750.1493,35星_Ridge_CV-R2_0.4246_OOT-SMOOTH-R2_0.1476_OOT-RAW-R2_0.1150_Params_alpha_1750.1493.png
6D,整库_w=5,5,合平均面积,36,0.4436,0.1495,0.1147,3990.0446,36星_Ridge_CV-R2_0.4436_OOT-SMOOTH-R2_0.1495_OOT-RAW-R2_0.1147_Params_alpha_3990.0446.png
6D,整库_w=5,5,合平均面积,35,0.4429,0.1479,0.1134,3965.0268,35星_Ridge_CV-R2_0.4429_OOT-SMOOTH-R2_0.1479_OOT-RAW-R2_0.1134_Params_alpha_3965.0268.png
6D,整库_w=5,5,合平均面积,9,0.4001,0.1455,0.1132,378.6775,9星_Ridge_CV-R2_0.4001_OOT-SMOOTH-R2_0.1455_OOT-RAW-R2_0.1132_Params_alpha_378.6775.png
6D,整库_w=5,5,合平均面积,8,0.406,0.144,0.1121,368.0374,8星_Ridge_CV-R2_0.4060_OOT-SMOOTH-R2_0.1440_OOT-RAW-R2_0.1121_Params_alpha_368.0374.png
6D,整库_w=5,5,合平均面积,32,0.4342,0.1437,0.1101,3720.4278,32星_Ridge_CV-R2_0.4342_OOT-SMOOTH-R2_0.1437_OOT-RAW-R2_0.1101_Params_alpha_3720.4278.png
3D_V,整库_w=5,5,合面积,11,0.429,0.1414,0.1101,342.1512,11星_Ridge_CV-R2_0.4290_OOT-SMOOTH-R2_0.1414_OOT-RAW-R2_0.1101_Params_alpha_342.1512.png
6D,整库_w=5,5,合平均面积,25,0.4237,0.1426,0.1092,519.7804,25星_Ridge_CV-R2_0.4237_OOT-SMOOTH-R2_0.1426_OOT-RAW-R2_0.1092_Params_alpha_519.7804.png
3D_V,整库_w=5,5,合面积,9,0.4372,0.1354,0.1054,328.5398,9星_Ridge_CV-R2_0.4372_OOT-SMOOTH-R2_0.1354_OOT-RAW-R2_0.1054_Params_alpha_328.5398.png
3D_V,整库_w=5,5,合面积,10,0.4322,0.1352,0.1053,330.6896,10星_Ridge_CV-R2_0.4322_OOT-SMOOTH-R2_0.1352_OOT-RAW-R2_0.1053_Params_alpha_330.6896.png
6D,整库_w=4,4,合面积,11,0.4113,0.1295,0.1041,17.7292,11星_Ridge_CV-R2_0.4113_OOT-SMOOTH-R2_0.1295_OOT-RAW-R2_0.1041_Params_alpha_17.7292.png
3D,整库_w=5,5,合平均面积,34,0.4608,0.1357,0.104,1811.6509,34星_Ridge_CV-R2_0.4608_OOT-SMOOTH-R2_0.1357_OOT-RAW-R2_0.1040_Params_alpha_1811.6509.png
6D,整库_w=4,4,合面积,12,0.4135,0.1276,0.1029,21.7391,12星_Ridge_CV-R2_0.4135_OOT-SMOOTH-R2_0.1276_OOT-RAW-R2_0.1029_Params_alpha_21.7391.png
3D_V,整库_w=5,5,合面积,7,0.4404,0.1314,0.1024,279.7912,7星_Ridge_CV-R2_0.4404_OOT-SMOOTH-R2_0.1314_OOT-RAW-R2_0.1024_Params_alpha_279.7912.png
3D_V,整库_w=5,5,合平均面积,32,0.4162,0.1301,0.1015,1667.6072,32星_Ridge_CV-R2_0.4162_OOT-SMOOTH-R2_0.1301_OOT-RAW-R2_0.1015_Params_alpha_1667.6072.png
3D_V,整库_w=5,5,合面积,12,0.4171,0.1265,0.0986,333.4786,12星_Ridge_CV-R2_0.4171_OOT-SMOOTH-R2_0.1265_OOT-RAW-R2_0.0986_Params_alpha_333.4786.png
3D,整库_w=4,4,合面积,13,0.4272,0.12,0.0974,2.4949,13星_Ridge_CV-R2_0.4272_OOT-SMOOTH-R2_0.1200_OOT-RAW-R2_0.0974_Params_alpha_2.4949.png
3D_V,整库_w=5,5,合面积,8,0.4384,0.1242,0.0969,292.736,8星_Ridge_CV-R2_0.4384_OOT-SMOOTH-R2_0.1242_OOT-RAW-R2_0.0969_Params_alpha_292.7360.png
6D,整库_w=4,4,合面积,7,0.4339,0.1187,0.0932,435.4644,7星_Ridge_CV-R2_0.4339_OOT-SMOOTH-R2_0.1187_OOT-RAW-R2_0.0932_Params_alpha_435.4644.png
3D,整库_w=5,5,合平均面积,36,0.45,0.1206,0.0924,1648.3079,36星_Ridge_CV-R2_0.4500_OOT-SMOOTH-R2_0.1206_OOT-RAW-R2_0.0924_Params_alpha_1648.3079.png
6D,整库_w=5,5,合面积,7,0.4312,0.1165,0.0915,431.6709,7星_Ridge_CV-R2_0.4312_OOT-SMOOTH-R2_0.1165_OOT-RAW-R2_0.0915_Params_alpha_431.6709.png
3D,整库_w=5,5,合平均面积,35,0.4494,0.1193,0.0913,1642.9673,35星_Ridge_CV-R2_0.4494_OOT-SMOOTH-R2_0.1193_OOT-RAW-R2_0.0913_Params_alpha_1642.9673.png
3D,整库_w=5,5,合平均面积,33,0.456,0.1189,0.0911,1822.0592,33星_Ridge_CV-R2_0.4560_OOT-SMOOTH-R2_0.1189_OOT-RAW-R2_0.0911_Params_alpha_1822.0592.png
6D,整库_w=5,5,合面积,11,0.4193,0.1123,0.0883,502.9662,11星_Ridge_CV-R2_0.4193_OOT-SMOOTH-R2_0.1123_OOT-RAW-R2_0.0883_Params_alpha_502.9662.png
6D,整库_w=5,5,合平均面积,33,0.4536,0.1139,0.0874,3971.8979,33星_Ridge_CV-R2_0.4536_OOT-SMOOTH-R2_0.1139_OOT-RAW-R2_0.0874_Params_alpha_3971.8979.png
3D,整库_w=4,4,合面积,22,0.4064,0.115,0.0867,34.8371,22星_Ridge_CV-R2_0.4064_OOT-SMOOTH-R2_0.1150_OOT-RAW-R2_0.0867_Params_alpha_34.8371.png
6D,整库_w=5,5,合面积,8,0.434,0.1099,0.0866,460.0287,8星_Ridge_CV-R2_0.4340_OOT-SMOOTH-R2_0.1099_OOT-RAW-R2_0.0866_Params_alpha_460.0287.png
6D,整库_w=4,4,合面积,6,0.4308,0.108,0.085,429.9172,6星_Ridge_CV-R2_0.4308_OOT-SMOOTH-R2_0.1080_OOT-RAW-R2_0.0850_Params_alpha_429.9172.png
3D_V,整库_w=5,5,合平均面积,33,0.4325,0.108,0.0847,1772.9576,33星_Ridge_CV-R2_0.4325_OOT-SMOOTH-R2_0.1080_OOT-RAW-R2_0.0847_Params_alpha_1772.9576.png
3D_V,整库_w=5,5,合面积,6,0.4509,0.1019,0.0797,243.6721,6星_Ridge_CV-R2_0.4509_OOT-SMOOTH-R2_0.1019_OOT-RAW-R2_0.0797_Params_alpha_243.6721.png
6D,整库_w=5,5,合面积,10,0.4261,0.0952,0.0787,13.0941,10星_Ridge_CV-R2_0.4261_OOT-SMOOTH-R2_0.0952_OOT-RAW-R2_0.0787_Params_alpha_13.0941.png
6D,整库_w=5,5,合面积,6,0.4329,0.0977,0.077,403.8135,6星_Ridge_CV-R2_0.4329_OOT-SMOOTH-R2_0.0977_OOT-RAW-R2_0.0770_Params_alpha_403.8135.png
3D,整库_w=4,4,合面积,7,0.4341,0.0916,0.0727,134.0199,7星_Ridge_CV-R2_0.4341_OOT-SMOOTH-R2_0.0916_OOT-RAW-R2_0.0727_Params_alpha_134.0199.png
3D,整库_w=5,5,合面积,7,0.4313,0.091,0.0723,134.4219,7星_Ridge_CV-R2_0.4313_OOT-SMOOTH-R2_0.0910_OOT-RAW-R2_0.0723_Params_alpha_134.4219.png
3D,整库_w=5,5,合面积,8,0.4318,0.0886,0.0705,145.4721,8星_Ridge_CV-R2_0.4318_OOT-SMOOTH-R2_0.0886_OOT-RAW-R2_0.0705_Params_alpha_145.4721.png
3D,整库_w=5,5,合平均面积,8,0.4023,0.0861,0.0682,94.8827,8星_Ridge_CV-R2_0.4023_OOT-SMOOTH-R2_0.0861_OOT-RAW-R2_0.0682_Params_alpha_94.8827.png
3D,整库_w=4,4,合面积,6,0.429,0.0854,0.0681,136.9636,6星_Ridge_CV-R2_0.4290_OOT-SMOOTH-R2_0.0854_OOT-RAW-R2_0.0681_Params_alpha_136.9636.png
3D,整库_w=5,5,合面积,6,0.4327,0.0812,0.0645,133.1373,6星_Ridge_CV-R2_0.4327_OOT-SMOOTH-R2_0.0812_OOT-RAW-R2_0.0645_Params_alpha_133.1373.png
3D,整库_w=4,4,合面积,14,0.4608,0.0733,0.0615,14.4188,14星_Ridge_CV-R2_0.4608_OOT-SMOOTH-R2_0.0733_OOT-RAW-R2_0.0615_Params_alpha_14.4188.png
3D,整库_w=4,4,合面积,12,0.4364,0.0628,0.0533,9.2911,12星_Ridge_CV-R2_0.4364_OOT-SMOOTH-R2_0.0628_OOT-RAW-R2_0.0533_Params_alpha_9.2911.png
6D,整库_w=4,4,合面积,10,0.4012,0.0585,0.0487,18.689,10星_Ridge_CV-R2_0.4012_OOT-SMOOTH-R2_0.0585_OOT-RAW-R2_0.0487_Params_alpha_18.6890.png
6D,整库_w=4,4,合面积,9,0.4149,0.0544,0.0458,13.1327,9星_Ridge_CV-R2_0.4149_OOT-SMOOTH-R2_0.0544_OOT-RAW-R2_0.0458_Params_alpha_13.1327.png
6D,整库_w=4,4,合面积,8,0.4156,0.05,0.0425,10.6377,8星_Ridge_CV-R2_0.4156_OOT-SMOOTH-R2_0.0500_OOT-RAW-R2_0.0425_Params_alpha_10.6377.png
3D,整库_w=4,4,合面积,11,0.4356,0.0467,0.0409,8.7883,11星_Ridge_CV-R2_0.4356_OOT-SMOOTH-R2_0.0467_OOT-RAW-R2_0.0409_Params_alpha_8.7883.png
3D,整库_w=4,4,合面积,26,0.4432,0.0544,0.0384,2608.053,26星_Ridge_CV-R2_0.4432_OOT-SMOOTH-R2_0.0544_OOT-RAW-R2_0.0384_Params_alpha_2608.0530.png
3D,整库_w=5,5,合面积,11,0.4207,0.0435,0.0383,9.4782,11星_Ridge_CV-R2_0.4207_OOT-SMOOTH-R2_0.0435_OOT-RAW-R2_0.0383_Params_alpha_9.4782.png
3D,整库_w=4,4,合面积,27,0.439,0.0542,0.0382,2609.8758,27星_Ridge_CV-R2_0.4390_OOT-SMOOTH-R2_0.0542_OOT-RAW-R2_0.0382_Params_alpha_2609.8758.png
3D,整库_w=5,5,合面积,9,0.4331,0.0431,0.0381,8.7252,9星_Ridge_CV-R2_0.4331_OOT-SMOOTH-R2_0.0431_OOT-RAW-R2_0.0381_Params_alpha_8.7252.png
6D,整库_w=4,4,合面积,14,0.4332,0.042,0.0376,38.8512,14星_Ridge_CV-R2_0.4332_OOT-SMOOTH-R2_0.0420_OOT-RAW-R2_0.0376_Params_alpha_38.8512.png
3D,整库_w=4,4,合面积,28,0.4376,0.0523,0.0367,2602.217,28星_Ridge_CV-R2_0.4376_OOT-SMOOTH-R2_0.0523_OOT-RAW-R2_0.0367_Params_alpha_2602.2170.png
6D,整库_w=5,5,合平均面积,10,0.4834,0.0399,0.0349,315.977,10星_Ridge_CV-R2_0.4834_OOT-SMOOTH-R2_0.0399_OOT-RAW-R2_0.0349_Params_alpha_315.9770.png
3D,整库_w=5,5,合面积,10,0.4259,0.0385,0.0344,10.101,10星_Ridge_CV-R2_0.4259_OOT-SMOOTH-R2_0.0385_OOT-RAW-R2_0.0344_Params_alpha_10.1010.png
3D,整库_w=4,4,合面积,16,0.4537,0.0375,0.0337,17.5973,16星_Ridge_CV-R2_0.4537_OOT-SMOOTH-R2_0.0375_OOT-RAW-R2_0.0337_Params_alpha_17.5973.png
3D,整库_w=4,4,合面积,29,0.4357,0.0476,0.0331,2604.089,29星_Ridge_CV-R2_0.4357_OOT-SMOOTH-R2_0.0476_OOT-RAW-R2_0.0331_Params_alpha_2604.0890.png
3D_V,整库_w=5,5,合面积,13,0.4219,0.0409,0.033,352.4705,13星_Ridge_CV-R2_0.4219_OOT-SMOOTH-R2_0.0409_OOT-RAW-R2_0.0330_Params_alpha_352.4705.png
3D,整库_w=4,4,合面积,9,0.4506,0.0273,0.0252,7.7817,9星_Ridge_CV-R2_0.4506_OOT-SMOOTH-R2_0.0273_OOT-RAW-R2_0.0252_Params_alpha_7.7817.png
3D,整库_w=4,4,合面积,30,0.4348,0.0363,0.0244,2522.9387,30星_Ridge_CV-R2_0.4348_OOT-SMOOTH-R2_0.0363_OOT-RAW-R2_0.0244_Params_alpha_2522.9387.png
3D,整库_w=4,4,合面积,8,0.4511,0.025,0.0235,7.5927,8星_Ridge_CV-R2_0.4511_OOT-SMOOTH-R2_0.0250_OOT-RAW-R2_0.0235_Params_alpha_7.5927.png
3D,整库_w=4,4,合面积,10,0.4399,0.0249,0.0233,7.99,10星_Ridge_CV-R2_0.4399_OOT-SMOOTH-R2_0.0249_OOT-RAW-R2_0.0233_Params_alpha_7.9900.png
6D,整库_w=5,5,合平均面积,12,0.4687,0.0234,0.0226,342.5728,12星_Ridge_CV-R2_0.4687_OOT-SMOOTH-R2_0.0234_OOT-RAW-R2_0.0226_Params_alpha_342.5728.png
3D,整库_w=4,4,合面积,25,0.4098,0.0306,0.0199,2044.8362,25星_Ridge_CV-R2_0.4098_OOT-SMOOTH-R2_0.0306_OOT-RAW-R2_0.0199_Params_alpha_2044.8362.png
6D,整库_w=5,5,合平均面积,13,0.4693,0.0198,0.0198,343.5821,13星_Ridge_CV-R2_0.4693_OOT-SMOOTH-R2_0.0198_OOT-RAW-R2_0.0198_Params_alpha_343.5821.png
3D,整库_w=4,4,合面积,24,0.41,0.0284,0.0181,2021.0803,24星_Ridge_CV-R2_0.4100_OOT-SMOOTH-R2_0.0284_OOT-RAW-R2_0.0181_Params_alpha_2021.0803.png
6D,整库_w=5,5,合平均面积,14,0.4677,0.0173,0.018,347.6959,14星_Ridge_CV-R2_0.4677_OOT-SMOOTH-R2_0.0173_OOT-RAW-R2_0.0180_Params_alpha_347.6959.png
3D,整库_w=4,4,合面积,23,0.4059,0.0239,0.0147,2103.3182,23星_Ridge_CV-R2_0.4059_OOT-SMOOTH-R2_0.0239_OOT-RAW-R2_0.0147_Params_alpha_2103.3182.png
3D,整库_w=4,4,合面积,15,0.4605,0.0121,0.0145,15.7117,15星_Ridge_CV-R2_0.4605_OOT-SMOOTH-R2_0.0121_OOT-RAW-R2_0.0145_Params_alpha_15.7117.png
6D,整库_w=5,5,合平均面积,11,0.4648,0.0121,0.0139,345.5349,11星_Ridge_CV-R2_0.4648_OOT-SMOOTH-R2_0.0121_OOT-RAW-R2_0.0139_Params_alpha_345.5349.png
3D_V,整库_w=4,4,合面积,27,0.4081,0.0105,0.005,2467.1873,27星_Ridge_CV-R2_0.4081_OOT-SMOOTH-R2_0.0105_OOT-RAW-R2_0.0050_Params_alpha_2467.1873.png
3D_V,整库_w=4,4,合面积,28,0.4062,0.0094,0.0041,2453.3073,28星_Ridge_CV-R2_0.4062_OOT-SMOOTH-R2_0.0094_OOT-RAW-R2_0.0041_Params_alpha_2453.3073.png
6D,整库_w=4,4,合面积,22,0.4017,0.0096,0.0041,4778.3759,22星_Ridge_CV-R2_0.4017_OOT-SMOOTH-R2_0.0096_OOT-RAW-R2_0.0041_Params_alpha_4778.3759.png
3D_V,整库_w=4,4,合面积,26,0.4121,0.0087,0.0037,2425.9548,26星_Ridge_CV-R2_0.4121_OOT-SMOOTH-R2_0.0087_OOT-RAW-R2_0.0037_Params_alpha_2425.9548.png
