维度模式,Sheet名称,w值,排序标准,星数,CV_R2,OOT_SMOOTH_R2,OOT_RAW_R2,alpha,完整文件名
3D_V,整库_w=4,4,合平均面积,25,0.6651,0.447,0.3317,1.6137,25星_Ridge_CV-R2_0.6651_OOT-SMOOTH-R2_0.4470_OOT-RAW-R2_0.3317_Params_alpha_1.6137.png
6D,整库_w=4,4,合面积,9,0.6544,0.4366,0.3308,0.1,9星_Ridge_CV-R2_0.6544_OOT-SMOOTH-R2_0.4366_OOT-RAW-R2_0.3308_Params_alpha_0.1000.png
3D,整库_w=5,5,合平均面积,33,0.7034,0.441,0.3296,0.1,33星_Ridge_CV-R2_0.7034_OOT-SMOOTH-R2_0.4410_OOT-RAW-R2_0.3296_Params_alpha_0.1000.png
3D_V,整库_w=5,5,合平均面积,36,0.6364,0.4407,0.3288,8.3051,36星_Ridge_CV-R2_0.6364_OOT-SMOOTH-R2_0.4407_OOT-RAW-R2_0.3288_Params_alpha_8.3051.png
3D_V,整库_w=5,5,合平均面积,40,0.5988,0.4371,0.3254,7.7747,40星_Ridge_CV-R2_0.5988_OOT-SMOOTH-R2_0.4371_OOT-RAW-R2_0.3254_Params_alpha_7.7747.png
3D_V,整库_w=5,5,合平均面积,35,0.6397,0.4329,0.3226,9.0977,35星_Ridge_CV-R2_0.6397_OOT-SMOOTH-R2_0.4329_OOT-RAW-R2_0.3226_Params_alpha_9.0977.png
3D_V,整库_w=5,5,合平均面积,37,0.6229,0.4293,0.3198,7.4792,37星_Ridge_CV-R2_0.6229_OOT-SMOOTH-R2_0.4293_OOT-RAW-R2_0.3198_Params_alpha_7.4792.png
3D_V,整库_w=5,5,合平均面积,39,0.6062,0.4251,0.3169,7.5087,39星_Ridge_CV-R2_0.6062_OOT-SMOOTH-R2_0.4251_OOT-RAW-R2_0.3169_Params_alpha_7.5087.png
3D,整库_w=4,4,合平均面积,24,0.7243,0.4218,0.3167,1.5473,24星_Ridge_CV-R2_0.7243_OOT-SMOOTH-R2_0.4218_OOT-RAW-R2_0.3167_Params_alpha_1.5473.png
3D_V,整库_w=4,4,合平均面积,20,0.682,0.4233,0.3148,1.6054,20星_Ridge_CV-R2_0.6820_OOT-SMOOTH-R2_0.4233_OOT-RAW-R2_0.3148_Params_alpha_1.6054.png
3D,整库_w=4,4,合平均面积,23,0.7254,0.4155,0.312,1.1988,23星_Ridge_CV-R2_0.7254_OOT-SMOOTH-R2_0.4155_OOT-RAW-R2_0.3120_Params_alpha_1.1988.png
3D_V,整库_w=5,5,合面积,35,0.505,0.403,0.3026,1.7656,35星_Ridge_CV-R2_0.5050_OOT-SMOOTH-R2_0.4030_OOT-RAW-R2_0.3026_Params_alpha_1.7656.png
3D_V,整库_w=5,5,合平均面积,42,0.5781,0.406,0.302,10.3268,42星_Ridge_CV-R2_0.5781_OOT-SMOOTH-R2_0.4060_OOT-RAW-R2_0.3020_Params_alpha_10.3268.png
6D,整库_w=4,4,合平均面积,13,0.6646,0.3977,0.2995,0.1,13星_Ridge_CV-R2_0.6646_OOT-SMOOTH-R2_0.3977_OOT-RAW-R2_0.2995_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合平均面积,21,0.668,0.4014,0.2982,1.4828,21星_Ridge_CV-R2_0.6680_OOT-SMOOTH-R2_0.4014_OOT-RAW-R2_0.2982_Params_alpha_1.4828.png
3D_V,整库_w=4,4,合平均面积,28,0.696,0.3926,0.2981,1.1891,28星_Ridge_CV-R2_0.6960_OOT-SMOOTH-R2_0.3926_OOT-RAW-R2_0.2981_Params_alpha_1.1891.png
3D_V,整库_w=5,5,合面积,37,0.4604,0.3877,0.2921,2.1822,37星_Ridge_CV-R2_0.4604_OOT-SMOOTH-R2_0.3877_OOT-RAW-R2_0.2921_Params_alpha_2.1822.png
3D,整库_w=5,5,合平均面积,30,0.7096,0.3877,0.289,0.1,30星_Ridge_CV-R2_0.7096_OOT-SMOOTH-R2_0.3877_OOT-RAW-R2_0.2890_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合平均面积,22,0.6676,0.39,0.2889,1.4909,22星_Ridge_CV-R2_0.6676_OOT-SMOOTH-R2_0.3900_OOT-RAW-R2_0.2889_Params_alpha_1.4909.png
3D_V,整库_w=5,5,合平均面积,43,0.5765,0.3884,0.2888,11.597,43星_Ridge_CV-R2_0.5765_OOT-SMOOTH-R2_0.3884_OOT-RAW-R2_0.2888_Params_alpha_11.5970.png
3D_V,整库_w=4,4,合平均面积,18,0.6877,0.3886,0.2882,1.2906,18星_Ridge_CV-R2_0.6877_OOT-SMOOTH-R2_0.3886_OOT-RAW-R2_0.2882_Params_alpha_1.2906.png
3D_V,整库_w=5,5,合平均面积,44,0.5729,0.3873,0.288,13.0116,44星_Ridge_CV-R2_0.5729_OOT-SMOOTH-R2_0.3873_OOT-RAW-R2_0.2880_Params_alpha_13.0116.png
3D_V,整库_w=4,4,合平均面积,19,0.676,0.389,0.288,1.4533,19星_Ridge_CV-R2_0.6760_OOT-SMOOTH-R2_0.3890_OOT-RAW-R2_0.2880_Params_alpha_1.4533.png
3D,整库_w=4,4,合平均面积,15,0.7435,0.3766,0.2862,0.7869,15星_Ridge_CV-R2_0.7435_OOT-SMOOTH-R2_0.3766_OOT-RAW-R2_0.2862_Params_alpha_0.7869.png
3D_V,整库_w=4,4,合平均面积,16,0.6971,0.3853,0.2859,1.1244,16星_Ridge_CV-R2_0.6971_OOT-SMOOTH-R2_0.3853_OOT-RAW-R2_0.2859_Params_alpha_1.1244.png
3D_V,整库_w=4,4,合平均面积,17,0.689,0.3834,0.2844,1.2873,17星_Ridge_CV-R2_0.6890_OOT-SMOOTH-R2_0.3834_OOT-RAW-R2_0.2844_Params_alpha_1.2873.png
3D_V,整库_w=5,5,合面积,36,0.493,0.3615,0.2725,1.7111,36星_Ridge_CV-R2_0.4930_OOT-SMOOTH-R2_0.3615_OOT-RAW-R2_0.2725_Params_alpha_1.7111.png
3D_V,整库_w=5,5,合面积,26,0.5443,0.3586,0.2701,0.64,26星_Ridge_CV-R2_0.5443_OOT-SMOOTH-R2_0.3586_OOT-RAW-R2_0.2701_Params_alpha_0.6400.png
3D_V,整库_w=5,5,合平均面积,33,0.6293,0.3547,0.2642,3.3377,33星_Ridge_CV-R2_0.6293_OOT-SMOOTH-R2_0.3547_OOT-RAW-R2_0.2642_Params_alpha_3.3377.png
3D_V,整库_w=5,5,合平均面积,29,0.6439,0.3531,0.2638,2.6945,29星_Ridge_CV-R2_0.6439_OOT-SMOOTH-R2_0.3531_OOT-RAW-R2_0.2638_Params_alpha_2.6945.png
3D,整库_w=4,4,合平均面积,22,0.7256,0.3491,0.2623,0.8853,22星_Ridge_CV-R2_0.7256_OOT-SMOOTH-R2_0.3491_OOT-RAW-R2_0.2623_Params_alpha_0.8853.png
3D_V,整库_w=5,5,合平均面积,32,0.6321,0.3509,0.2615,2.5459,32星_Ridge_CV-R2_0.6321_OOT-SMOOTH-R2_0.3509_OOT-RAW-R2_0.2615_Params_alpha_2.5459.png
3D_V,整库_w=5,5,合面积,30,0.5247,0.3415,0.2571,1.1924,30星_Ridge_CV-R2_0.5247_OOT-SMOOTH-R2_0.3415_OOT-RAW-R2_0.2571_Params_alpha_1.1924.png
6D,整库_w=4,4,合平均面积,19,0.6781,0.3353,0.2536,2.486,19星_Ridge_CV-R2_0.6781_OOT-SMOOTH-R2_0.3353_OOT-RAW-R2_0.2536_Params_alpha_2.4860.png
3D_V,整库_w=5,5,合平均面积,30,0.6374,0.3366,0.2514,2.7246,30星_Ridge_CV-R2_0.6374_OOT-SMOOTH-R2_0.3366_OOT-RAW-R2_0.2514_Params_alpha_2.7246.png
6D,整库_w=4,4,合平均面积,17,0.7038,0.3326,0.2506,1.115,17星_Ridge_CV-R2_0.7038_OOT-SMOOTH-R2_0.3326_OOT-RAW-R2_0.2506_Params_alpha_1.1150.png
3D_V,整库_w=5,5,合平均面积,31,0.6362,0.3364,0.2503,2.5124,31星_Ridge_CV-R2_0.6362_OOT-SMOOTH-R2_0.3364_OOT-RAW-R2_0.2503_Params_alpha_2.5124.png
6D,整库_w=4,4,合平均面积,18,0.6931,0.3321,0.25,1.5091,18星_Ridge_CV-R2_0.6931_OOT-SMOOTH-R2_0.3321_OOT-RAW-R2_0.2500_Params_alpha_1.5091.png
3D_V,整库_w=5,5,合平均面积,27,0.6559,0.3329,0.2488,2.5975,27星_Ridge_CV-R2_0.6559_OOT-SMOOTH-R2_0.3329_OOT-RAW-R2_0.2488_Params_alpha_2.5975.png
3D_V,整库_w=5,5,合面积,34,0.5118,0.3286,0.2462,1.251,34星_Ridge_CV-R2_0.5118_OOT-SMOOTH-R2_0.3286_OOT-RAW-R2_0.2462_Params_alpha_1.2510.png
3D_V,整库_w=4,4,合平均面积,32,0.659,0.3196,0.2459,6.1429,32星_Ridge_CV-R2_0.6590_OOT-SMOOTH-R2_0.3196_OOT-RAW-R2_0.2459_Params_alpha_6.1429.png
3D_V,整库_w=4,4,合平均面积,33,0.654,0.3194,0.2458,5.9534,33星_Ridge_CV-R2_0.6540_OOT-SMOOTH-R2_0.3194_OOT-RAW-R2_0.2458_Params_alpha_5.9534.png
6D,整库_w=4,4,合平均面积,16,0.7077,0.325,0.2451,1.0908,16星_Ridge_CV-R2_0.7077_OOT-SMOOTH-R2_0.3250_OOT-RAW-R2_0.2451_Params_alpha_1.0908.png
3D_V,整库_w=5,5,合面积,29,0.5514,0.3255,0.245,1.2118,29星_Ridge_CV-R2_0.5514_OOT-SMOOTH-R2_0.3255_OOT-RAW-R2_0.2450_Params_alpha_1.2118.png
6D,整库_w=4,4,合平均面积,15,0.7112,0.3214,0.2425,4.7495,15星_Ridge_CV-R2_0.7112_OOT-SMOOTH-R2_0.3214_OOT-RAW-R2_0.2425_Params_alpha_4.7495.png
3D_V,整库_w=4,4,合平均面积,15,0.7002,0.3245,0.2409,3.6666,15星_Ridge_CV-R2_0.7002_OOT-SMOOTH-R2_0.3245_OOT-RAW-R2_0.2409_Params_alpha_3.6666.png
3D_V,整库_w=5,5,合平均面积,28,0.6478,0.3211,0.2398,2.7624,28星_Ridge_CV-R2_0.6478_OOT-SMOOTH-R2_0.3211_OOT-RAW-R2_0.2398_Params_alpha_2.7624.png
3D_V,整库_w=4,4,合平均面积,30,0.6828,0.3097,0.2383,3.146,30星_Ridge_CV-R2_0.6828_OOT-SMOOTH-R2_0.3097_OOT-RAW-R2_0.2383_Params_alpha_3.1460.png
3D_V,整库_w=4,4,合平均面积,14,0.6795,0.3203,0.237,2.3882,14星_Ridge_CV-R2_0.6795_OOT-SMOOTH-R2_0.3203_OOT-RAW-R2_0.2370_Params_alpha_2.3882.png
3D_V,整库_w=4,4,合平均面积,29,0.6881,0.3037,0.2326,2.6731,29星_Ridge_CV-R2_0.6881_OOT-SMOOTH-R2_0.3037_OOT-RAW-R2_0.2326_Params_alpha_2.6731.png
3D_V,整库_w=4,4,合面积,29,0.6293,0.3152,0.2323,0.2259,29星_Ridge_CV-R2_0.6293_OOT-SMOOTH-R2_0.3152_OOT-RAW-R2_0.2323_Params_alpha_0.2259.png
6D,整库_w=4,4,合平均面积,35,0.5384,0.305,0.229,31.1063,35星_Ridge_CV-R2_0.5384_OOT-SMOOTH-R2_0.3050_OOT-RAW-R2_0.2290_Params_alpha_31.1063.png
3D_V,整库_w=4,4,合平均面积,31,0.6682,0.2949,0.2271,4.8618,31星_Ridge_CV-R2_0.6682_OOT-SMOOTH-R2_0.2949_OOT-RAW-R2_0.2271_Params_alpha_4.8618.png
3D,整库_w=5,5,合平均面积,31,0.7034,0.3031,0.2262,0.1,31星_Ridge_CV-R2_0.7034_OOT-SMOOTH-R2_0.3031_OOT-RAW-R2_0.2262_Params_alpha_0.1000.png
3D,整库_w=4,4,合平均面积,19,0.73,0.2881,0.2205,0.1,19星_Ridge_CV-R2_0.7300_OOT-SMOOTH-R2_0.2881_OOT-RAW-R2_0.2205_Params_alpha_0.1000.png
3D_V,整库_w=5,5,合面积,33,0.5069,0.2921,0.2188,1.0453,33星_Ridge_CV-R2_0.5069_OOT-SMOOTH-R2_0.2921_OOT-RAW-R2_0.2188_Params_alpha_1.0453.png
3D_V,整库_w=5,5,合平均面积,50,0.4884,0.29,0.217,45.9662,50星_Ridge_CV-R2_0.4884_OOT-SMOOTH-R2_0.2900_OOT-RAW-R2_0.2170_Params_alpha_45.9662.png
3D,整库_w=4,4,合平均面积,35,0.651,0.2816,0.2152,2.0424,35星_Ridge_CV-R2_0.6510_OOT-SMOOTH-R2_0.2816_OOT-RAW-R2_0.2152_Params_alpha_2.0424.png
3D_V,整库_w=5,5,合面积,24,0.558,0.2785,0.2098,0.524,24星_Ridge_CV-R2_0.5580_OOT-SMOOTH-R2_0.2785_OOT-RAW-R2_0.2098_Params_alpha_0.5240.png
6D,整库_w=4,4,合平均面积,14,0.6957,0.2703,0.2021,0.3508,14星_Ridge_CV-R2_0.6957_OOT-SMOOTH-R2_0.2703_OOT-RAW-R2_0.2021_Params_alpha_0.3508.png
3D_V,整库_w=5,5,合面积,31,0.5236,0.2665,0.2,1.0123,31星_Ridge_CV-R2_0.5236_OOT-SMOOTH-R2_0.2665_OOT-RAW-R2_0.2000_Params_alpha_1.0123.png
3D,整库_w=4,4,合平均面积,25,0.7292,0.257,0.1963,0.1,25星_Ridge_CV-R2_0.7292_OOT-SMOOTH-R2_0.2570_OOT-RAW-R2_0.1963_Params_alpha_0.1000.png
3D,整库_w=4,4,合平均面积,18,0.7345,0.2546,0.196,0.1,18星_Ridge_CV-R2_0.7345_OOT-SMOOTH-R2_0.2546_OOT-RAW-R2_0.1960_Params_alpha_0.1000.png
3D,整库_w=4,4,合平均面积,17,0.7387,0.2529,0.1948,0.1,17星_Ridge_CV-R2_0.7387_OOT-SMOOTH-R2_0.2529_OOT-RAW-R2_0.1948_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合平均面积,35,0.6318,0.2521,0.1948,5.6539,35星_Ridge_CV-R2_0.6318_OOT-SMOOTH-R2_0.2521_OOT-RAW-R2_0.1948_Params_alpha_5.6539.png
3D_V,整库_w=5,5,合面积,32,0.5198,0.2595,0.1947,0.9924,32星_Ridge_CV-R2_0.5198_OOT-SMOOTH-R2_0.2595_OOT-RAW-R2_0.1947_Params_alpha_0.9924.png
3D_V,整库_w=4,4,合平均面积,34,0.6433,0.2376,0.1837,6.1686,34星_Ridge_CV-R2_0.6433_OOT-SMOOTH-R2_0.2376_OOT-RAW-R2_0.1837_Params_alpha_6.1686.png
3D_V,整库_w=4,4,合面积,14,0.5966,0.2321,0.1762,8.2357,14星_Ridge_CV-R2_0.5966_OOT-SMOOTH-R2_0.2321_OOT-RAW-R2_0.1762_Params_alpha_8.2357.png
3D_V,整库_w=5,5,合面积,25,0.5532,0.2333,0.1759,0.535,25星_Ridge_CV-R2_0.5532_OOT-SMOOTH-R2_0.2333_OOT-RAW-R2_0.1759_Params_alpha_0.5350.png
3D,整库_w=4,4,合平均面积,16,0.7429,0.2275,0.1758,0.1,16星_Ridge_CV-R2_0.7429_OOT-SMOOTH-R2_0.2275_OOT-RAW-R2_0.1758_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合面积,13,0.5805,0.2155,0.1636,11.8781,13星_Ridge_CV-R2_0.5805_OOT-SMOOTH-R2_0.2155_OOT-RAW-R2_0.1636_Params_alpha_11.8781.png
3D_V,整库_w=4,4,合面积,11,0.5806,0.2098,0.1594,10.7549,11星_Ridge_CV-R2_0.5806_OOT-SMOOTH-R2_0.2098_OOT-RAW-R2_0.1594_Params_alpha_10.7549.png
3D_V,整库_w=4,4,合面积,12,0.5814,0.2014,0.1531,13.7523,12星_Ridge_CV-R2_0.5814_OOT-SMOOTH-R2_0.2014_OOT-RAW-R2_0.1531_Params_alpha_13.7523.png
3D_V,整库_w=5,5,合面积,38,0.4844,0.1996,0.1522,17,38星_Ridge_CV-R2_0.4844_OOT-SMOOTH-R2_0.1996_OOT-RAW-R2_0.1522_Params_alpha_17.0000.png
6D,整库_w=4,4,合平均面积,36,0.5299,0.2016,0.1514,34.8173,36星_Ridge_CV-R2_0.5299_OOT-SMOOTH-R2_0.2016_OOT-RAW-R2_0.1514_Params_alpha_34.8173.png
3D,整库_w=4,4,合平均面积,14,0.7274,0.1997,0.1513,0.1,14星_Ridge_CV-R2_0.7274_OOT-SMOOTH-R2_0.1997_OOT-RAW-R2_0.1513_Params_alpha_0.1000.png
6D,整库_w=4,4,合平均面积,11,0.6599,0.1988,0.1498,0.1,11星_Ridge_CV-R2_0.6599_OOT-SMOOTH-R2_0.1988_OOT-RAW-R2_0.1498_Params_alpha_0.1000.png
6D,整库_w=4,4,合平均面积,12,0.6598,0.1988,0.1498,0.1,12星_Ridge_CV-R2_0.6598_OOT-SMOOTH-R2_0.1988_OOT-RAW-R2_0.1498_Params_alpha_0.1000.png
6D,整库_w=4,4,合面积,32,0.6248,0.1991,0.1497,29.5312,32星_Ridge_CV-R2_0.6248_OOT-SMOOTH-R2_0.1991_OOT-RAW-R2_0.1497_Params_alpha_29.5312.png
3D,整库_w=4,4,合平均面积,34,0.6609,0.1897,0.146,2.6609,34星_Ridge_CV-R2_0.6609_OOT-SMOOTH-R2_0.1897_OOT-RAW-R2_0.1460_Params_alpha_2.6609.png
3D_V,整库_w=4,4,合面积,22,0.6559,0.1959,0.1432,0.3742,22星_Ridge_CV-R2_0.6559_OOT-SMOOTH-R2_0.1959_OOT-RAW-R2_0.1432_Params_alpha_0.3742.png
3D_V,整库_w=5,5,合面积,23,0.5526,0.1833,0.1386,0.5101,23星_Ridge_CV-R2_0.5526_OOT-SMOOTH-R2_0.1833_OOT-RAW-R2_0.1386_Params_alpha_0.5101.png
3D,整库_w=4,4,合面积,14,0.6677,0.1685,0.1329,3.5819,14星_Ridge_CV-R2_0.6677_OOT-SMOOTH-R2_0.1685_OOT-RAW-R2_0.1329_Params_alpha_3.5819.png
6D,整库_w=5,5,合平均面积,47,0.504,0.1734,0.1304,259.5024,47星_Ridge_CV-R2_0.5040_OOT-SMOOTH-R2_0.1734_OOT-RAW-R2_0.1304_Params_alpha_259.5024.png
3D_V,整库_w=5,5,合平均面积,18,0.6328,0.1757,0.1303,117.6818,18星_Ridge_CV-R2_0.6328_OOT-SMOOTH-R2_0.1757_OOT-RAW-R2_0.1303_Params_alpha_117.6818.png
3D_V,整库_w=4,4,合面积,16,0.5956,0.1665,0.1269,11.0448,16星_Ridge_CV-R2_0.5956_OOT-SMOOTH-R2_0.1665_OOT-RAW-R2_0.1269_Params_alpha_11.0448.png
3D_V,整库_w=4,4,合平均面积,36,0.6219,0.1608,0.1266,6.575,36星_Ridge_CV-R2_0.6219_OOT-SMOOTH-R2_0.1608_OOT-RAW-R2_0.1266_Params_alpha_6.5750.png
3D_V,整库_w=4,4,合平均面积,38,0.6002,0.1565,0.1232,5.9338,38星_Ridge_CV-R2_0.6002_OOT-SMOOTH-R2_0.1565_OOT-RAW-R2_0.1232_Params_alpha_5.9338.png
6D,整库_w=4,4,合面积,14,0.695,0.1546,0.1225,0.1457,14星_Ridge_CV-R2_0.6950_OOT-SMOOTH-R2_0.1546_OOT-RAW-R2_0.1225_Params_alpha_0.1457.png
3D_V,整库_w=5,5,合面积,12,0.593,0.1597,0.1223,2.7973,12星_Ridge_CV-R2_0.5930_OOT-SMOOTH-R2_0.1597_OOT-RAW-R2_0.1223_Params_alpha_2.7973.png
6D,整库_w=5,5,合平均面积,48,0.501,0.1618,0.1218,272.6576,48星_Ridge_CV-R2_0.5010_OOT-SMOOTH-R2_0.1618_OOT-RAW-R2_0.1218_Params_alpha_272.6576.png
3D_V,整库_w=4,4,合平均面积,37,0.6054,0.1544,0.1215,5.919,37星_Ridge_CV-R2_0.6054_OOT-SMOOTH-R2_0.1544_OOT-RAW-R2_0.1215_Params_alpha_5.9190.png
3D,整库_w=4,4,合平均面积,36,0.6341,0.1486,0.1154,2.1311,36星_Ridge_CV-R2_0.6341_OOT-SMOOTH-R2_0.1486_OOT-RAW-R2_0.1154_Params_alpha_2.1311.png
3D_V,整库_w=4,4,合面积,15,0.5977,0.1501,0.1148,7.6878,15星_Ridge_CV-R2_0.5977_OOT-SMOOTH-R2_0.1501_OOT-RAW-R2_0.1148_Params_alpha_7.6878.png
3D_V,整库_w=5,5,合平均面积,19,0.6396,0.1551,0.1145,104.5759,19星_Ridge_CV-R2_0.6396_OOT-SMOOTH-R2_0.1551_OOT-RAW-R2_0.1145_Params_alpha_104.5759.png
3D,整库_w=4,4,合平均面积,37,0.6124,0.1352,0.1053,2.0632,37星_Ridge_CV-R2_0.6124_OOT-SMOOTH-R2_0.1352_OOT-RAW-R2_0.1053_Params_alpha_2.0632.png
3D_V,整库_w=5,5,合面积,22,0.5636,0.1353,0.1025,0.538,22星_Ridge_CV-R2_0.5636_OOT-SMOOTH-R2_0.1353_OOT-RAW-R2_0.1025_Params_alpha_0.5380.png
6D,整库_w=4,4,合面积,31,0.6267,0.1247,0.0955,26.8664,31星_Ridge_CV-R2_0.6267_OOT-SMOOTH-R2_0.1247_OOT-RAW-R2_0.0955_Params_alpha_26.8664.png
3D_V,整库_w=5,5,合面积,19,0.5431,0.1069,0.0822,8.9863,19星_Ridge_CV-R2_0.5431_OOT-SMOOTH-R2_0.1069_OOT-RAW-R2_0.0822_Params_alpha_8.9863.png
6D,整库_w=5,5,合平均面积,60,0.4361,0.1062,0.0812,4527.8146,60星_Ridge_CV-R2_0.4361_OOT-SMOOTH-R2_0.1062_OOT-RAW-R2_0.0812_Params_alpha_4527.8146.png
3D_V,整库_w=5,5,合面积,20,0.5499,0.1057,0.0811,0.7701,20星_Ridge_CV-R2_0.5499_OOT-SMOOTH-R2_0.1057_OOT-RAW-R2_0.0811_Params_alpha_0.7701.png
3D_V,整库_w=4,4,合面积,9,0.5879,0.0992,0.0763,9.4827,9星_Ridge_CV-R2_0.5879_OOT-SMOOTH-R2_0.0992_OOT-RAW-R2_0.0763_Params_alpha_9.4827.png
3D_V,整库_w=4,4,合面积,10,0.5799,0.0987,0.0759,10.6539,10星_Ridge_CV-R2_0.5799_OOT-SMOOTH-R2_0.0987_OOT-RAW-R2_0.0759_Params_alpha_10.6539.png
6D,整库_w=5,5,合平均面积,59,0.4454,0.0971,0.0743,4105.2471,59星_Ridge_CV-R2_0.4454_OOT-SMOOTH-R2_0.0971_OOT-RAW-R2_0.0743_Params_alpha_4105.2471.png
6D,整库_w=5,5,合平均面积,58,0.4441,0.0943,0.0724,4050.1029,58星_Ridge_CV-R2_0.4441_OOT-SMOOTH-R2_0.0943_OOT-RAW-R2_0.0724_Params_alpha_4050.1029.png
3D_V,整库_w=4,4,合面积,21,0.6609,0.0996,0.0716,0.2626,21星_Ridge_CV-R2_0.6609_OOT-SMOOTH-R2_0.0996_OOT-RAW-R2_0.0716_Params_alpha_0.2626.png
6D,整库_w=5,5,合平均面积,57,0.4532,0.0924,0.071,3891.1734,57星_Ridge_CV-R2_0.4532_OOT-SMOOTH-R2_0.0924_OOT-RAW-R2_0.0710_Params_alpha_3891.1734.png
6D,整库_w=5,5,合平均面积,56,0.4539,0.0924,0.071,3868.9842,56星_Ridge_CV-R2_0.4539_OOT-SMOOTH-R2_0.0924_OOT-RAW-R2_0.0710_Params_alpha_3868.9842.png
6D,整库_w=5,5,合平均面积,53,0.4689,0.0908,0.0694,3424.1947,53星_Ridge_CV-R2_0.4689_OOT-SMOOTH-R2_0.0908_OOT-RAW-R2_0.0694_Params_alpha_3424.1947.png
3D,整库_w=5,5,合平均面积,29,0.7066,0.092,0.0683,0.1,29星_Ridge_CV-R2_0.7066_OOT-SMOOTH-R2_0.0920_OOT-RAW-R2_0.0683_Params_alpha_0.1000.png
3D_V,整库_w=5,5,合面积,39,0.4832,0.0861,0.0673,19.0888,39星_Ridge_CV-R2_0.4832_OOT-SMOOTH-R2_0.0861_OOT-RAW-R2_0.0673_Params_alpha_19.0888.png
3D_V,整库_w=5,5,合面积,9,0.5989,0.0867,0.0671,19.4132,9星_Ridge_CV-R2_0.5989_OOT-SMOOTH-R2_0.0867_OOT-RAW-R2_0.0671_Params_alpha_19.4132.png
3D_V,整库_w=4,4,合平均面积,41,0.5511,0.0782,0.0645,7.4024,41星_Ridge_CV-R2_0.5511_OOT-SMOOTH-R2_0.0782_OOT-RAW-R2_0.0645_Params_alpha_7.4024.png
3D_V,整库_w=4,4,合平均面积,43,0.5356,0.0762,0.0635,7.2922,43星_Ridge_CV-R2_0.5356_OOT-SMOOTH-R2_0.0762_OOT-RAW-R2_0.0635_Params_alpha_7.2922.png
