SC,Start,End,N_Records,Planet,Window,Type,k_obs,k_exp,Ratio,p_val,Z_score
SC18,1944-02,1954-03,123,Mercury,2,Conjunction,4,1.39,288.56,0.1076,2.26
SC18,1944-02,1954-03,123,Mercury,2,Opposition,1,1.3,76.77,1.0,-0.31
SC18,1944-02,1954-03,123,Venus,2,Conjunction,0,1.36,0.0,0.4583,-1.32
SC18,1944-02,1954-03,123,Venus,2,Opposition,0,1.4,0.0,0.4639,-1.32
SC18,1944-02,1954-03,123,Mars,2,Conjunction,0,1.45,0.0,0.5659,-1.15
SC18,1944-02,1954-03,123,Mars,2,Opposition,4,1.31,306.09,0.1504,2.04
SC18,1944-02,1954-03,123,Jupiter,2,Conjunction,1,1.42,70.28,1.0,-0.33
SC18,1944-02,1954-03,123,Jupiter,2,Opposition,3,1.32,226.48,0.3435,1.37
SC18,1944-02,1954-03,123,Saturn,2,Conjunction,1,1.4,71.5,1.0,-0.26
SC18,1944-02,1954-03,123,Saturn,2,Opposition,1,1.35,74.23,1.0,-0.23
SC18,1944-02,1954-03,123,Uranus,2,Conjunction,2,1.31,152.91,0.7403,0.54
SC18,1944-02,1954-03,123,Uranus,2,Opposition,3,1.42,211.48,0.4355,1.13
SC18,1944-02,1954-03,123,Neptune,2,Conjunction,1,1.21,82.63,1.0,-0.17
SC18,1944-02,1954-03,123,Neptune,2,Opposition,0,1.55,0.0,0.5435,-1.14
SC18,1944-02,1954-03,123,Mercury,3,Conjunction,4,2.15,186.13,0.3715,1.29
SC18,1944-02,1954-03,123,Mercury,3,Opposition,1,1.97,50.89,0.7371,-0.84
SC18,1944-02,1954-03,123,Venus,3,Conjunction,2,2.03,98.36,1.0,-0.03
SC18,1944-02,1954-03,123,Venus,3,Opposition,0,2.05,0.0,0.2272,-1.7
SC18,1944-02,1954-03,123,Mars,3,Conjunction,0,2.16,0.0,0.3663,-1.32
SC18,1944-02,1954-03,123,Mars,3,Opposition,7,1.91,365.76,0.0576,3.07
SC18,1944-02,1954-03,123,Jupiter,3,Conjunction,1,2.17,46.07,0.7846,-0.76
SC18,1944-02,1954-03,123,Jupiter,3,Opposition,3,1.96,153.25,0.6735,0.72
SC18,1944-02,1954-03,123,Saturn,3,Conjunction,4,2.07,193.09,0.4327,1.0
SC18,1944-02,1954-03,123,Saturn,3,Opposition,1,2.03,49.32,1.0,-0.53
SC18,1944-02,1954-03,123,Uranus,3,Conjunction,3,1.97,152.64,0.6751,0.62
SC18,1944-02,1954-03,123,Uranus,3,Opposition,4,2.11,189.61,0.4847,1.09
SC18,1944-02,1954-03,123,Neptune,3,Conjunction,1,1.79,55.97,1.0,-0.48
SC18,1944-02,1954-03,123,Neptune,3,Opposition,0,2.35,0.0,0.3435,-1.34
SC18,1944-02,1954-03,123,Mercury,4,Conjunction,6,2.85,210.59,0.156,1.87
SC18,1944-02,1954-03,123,Mercury,4,Opposition,3,2.59,115.69,1.0,0.33
SC18,1944-02,1954-03,123,Venus,4,Conjunction,3,2.75,108.92,1.0,0.19
SC18,1944-02,1954-03,123,Venus,4,Opposition,1,2.73,36.56,0.3003,-1.36
SC18,1944-02,1954-03,123,Mars,4,Conjunction,0,2.92,0.0,0.2228,-1.49
SC18,1944-02,1954-03,123,Mars,4,Opposition,8,2.56,312.04,0.0664,2.8
SC18,1944-02,1954-03,123,Jupiter,4,Conjunction,1,2.85,35.14,0.5431,-1.03
SC18,1944-02,1954-03,123,Jupiter,4,Opposition,3,2.62,114.52,0.9714,0.23
SC18,1944-02,1954-03,123,Saturn,4,Conjunction,5,2.71,184.76,0.4443,1.05
SC18,1944-02,1954-03,123,Saturn,4,Opposition,1,2.7,37.04,0.835,-0.77
SC18,1944-02,1954-03,123,Uranus,4,Conjunction,3,2.64,113.46,0.9362,0.18
SC18,1944-02,1954-03,123,Uranus,4,Opposition,4,2.82,141.98,0.7578,0.59
SC18,1944-02,1954-03,123,Neptune,4,Conjunction,2,2.41,83.03,1.0,-0.21
SC18,1944-02,1954-03,123,Neptune,4,Opposition,1,3.09,32.34,0.5803,-1.0
SC18,1944-02,1954-03,123,Mercury,5,Conjunction,6,3.5,171.27,0.3263,1.27
SC18,1944-02,1954-03,123,Mercury,5,Opposition,3,3.28,91.51,1.0,-0.2
SC18,1944-02,1954-03,123,Venus,5,Conjunction,5,3.4,146.91,0.3783,1.17
SC18,1944-02,1954-03,123,Venus,5,Opposition,1,3.44,29.11,0.1116,-1.85
SC18,1944-02,1954-03,123,Mars,5,Conjunction,1,3.67,27.24,0.3751,-1.17
SC18,1944-02,1954-03,123,Mars,5,Opposition,10,3.24,309.08,0.0324,2.95
SC18,1944-02,1954-03,123,Jupiter,5,Conjunction,3,3.56,84.28,1.0,-0.27
SC18,1944-02,1954-03,123,Jupiter,5,Opposition,4,3.27,122.2,0.8554,0.39
SC18,1944-02,1954-03,123,Saturn,5,Conjunction,7,3.48,201.2,0.3107,1.43
SC18,1944-02,1954-03,123,Saturn,5,Opposition,1,3.35,29.81,0.6035,-0.97
SC18,1944-02,1954-03,123,Uranus,5,Conjunction,3,3.34,89.78,1.0,-0.15
SC18,1944-02,1954-03,123,Uranus,5,Opposition,4,3.46,115.71,0.9058,0.24
SC18,1944-02,1954-03,123,Neptune,5,Conjunction,3,3.01,99.71,0.9786,-0.0
SC18,1944-02,1954-03,123,Neptune,5,Opposition,1,3.88,25.75,0.4419,-1.2
SC19,1954-04,1964-09,73,Mercury,1,Conjunction,0,0.38,0.0,1.0,-0.62
SC19,1954-04,1964-09,73,Mercury,1,Opposition,0,0.41,0.0,1.0,-0.63
SC19,1954-04,1964-09,73,Venus,1,Conjunction,0,0.41,0.0,1.0,-0.65
SC19,1954-04,1964-09,73,Venus,1,Opposition,1,0.42,238.21,0.7131,0.95
SC19,1954-04,1964-09,73,Mars,1,Conjunction,0,0.41,0.0,1.0,-0.63
SC19,1954-04,1964-09,73,Mars,1,Opposition,1,0.4,249.0,0.6859,0.99
SC19,1954-04,1964-09,73,Jupiter,1,Conjunction,0,0.4,0.0,1.0,-0.64
SC19,1954-04,1964-09,73,Jupiter,1,Opposition,0,0.4,0.0,1.0,-0.66
SC19,1954-04,1964-09,73,Saturn,1,Conjunction,0,0.4,0.0,1.0,-0.67
SC19,1954-04,1964-09,73,Saturn,1,Opposition,1,0.38,260.15,0.6675,1.05
SC19,1954-04,1964-09,73,Uranus,1,Conjunction,0,0.41,0.0,1.0,-0.7
SC19,1954-04,1964-09,73,Uranus,1,Opposition,0,0.38,0.0,1.0,-0.65
SC19,1954-04,1964-09,73,Neptune,1,Conjunction,0,0.46,0.0,1.0,-0.75
SC19,1954-04,1964-09,73,Neptune,1,Opposition,0,0.41,0.0,1.0,-0.68
SC19,1954-04,1964-09,73,Mercury,2,Conjunction,0,0.79,0.0,0.8626,-0.94
SC19,1954-04,1964-09,73,Mercury,2,Opposition,0,0.8,0.0,0.9978,-0.85
SC19,1954-04,1964-09,73,Venus,2,Conjunction,1,0.8,124.53,1.0,0.22
SC19,1954-04,1964-09,73,Venus,2,Opposition,2,0.84,239.46,0.4483,1.34
SC19,1954-04,1964-09,73,Mars,2,Conjunction,0,0.81,0.0,0.8518,-0.93
SC19,1954-04,1964-09,73,Mars,2,Opposition,2,0.83,241.49,0.3903,1.41
SC19,1954-04,1964-09,73,Jupiter,2,Conjunction,1,0.81,123.24,1.0,0.22
SC19,1954-04,1964-09,73,Jupiter,2,Opposition,1,0.83,121.09,1.0,0.19
SC19,1954-04,1964-09,73,Saturn,2,Conjunction,0,0.8,0.0,0.821,-0.98
SC19,1954-04,1964-09,73,Saturn,2,Opposition,2,0.84,237.87,0.3963,1.38
SC19,1954-04,1964-09,73,Uranus,2,Conjunction,0,0.83,0.0,0.6943,-1.12
SC19,1954-04,1964-09,73,Uranus,2,Opposition,0,0.77,0.0,0.8006,-1.01
SC19,1954-04,1964-09,73,Neptune,2,Conjunction,1,0.86,116.47,1.0,0.19
