Dataset,Window,Phase,N_Simul,Count,Pct,N_Total
SG_Small,4,Conjunction,4,0,0.0,151201
SG_Small,4,Opposition,4,0,0.0,151201
SG_Small,4,Conjunction,5,0,0.0,151201
SG_Small,4,Opposition,5,0,0.0,151201
SG_Small,4,Conjunction,6,0,0.0,151201
SG_Small,4,Opposition,6,0,0.0,151201
SG_Small,4,Conjunction,7,0,0.0,151201
SG_Small,4,Opposition,7,0,0.0,151201
SG_Small,5,Conjunction,0,124471,82.3215,151201
SG_Small,5,Opposition,0,124135,82.0993,151201
SG_Small,5,Conjunction,1,24344,16.1004,151201
SG_Small,5,Opposition,1,24614,16.279,151201
SG_Small,5,Conjunction,2,2235,1.4782,151201
SG_Small,5,Opposition,2,2354,1.5569,151201
SG_Small,5,Conjunction,3,149,0.0985,151201
SG_Small,5,Opposition,3,95,0.0628,151201
SG_Small,5,Conjunction,4,2,0.0013,151201
SG_Small,5,Opposition,4,3,0.002,151201
SG_Small,5,Conjunction,5,0,0.0,151201
SG_Small,5,Opposition,5,0,0.0,151201
SG_Small,5,Conjunction,6,0,0.0,151201
SG_Small,5,Opposition,6,0,0.0,151201
SG_Small,5,Conjunction,7,0,0.0,151201
SG_Small,5,Opposition,7,0,0.0,151201
SG_Small,6,Conjunction,0,119636,79.1238,151201
SG_Small,6,Opposition,0,119313,78.9102,151201
SG_Small,6,Conjunction,1,28183,18.6394,151201
SG_Small,6,Opposition,1,28494,18.8451,151201
SG_Small,6,Conjunction,2,3122,2.0648,151201
SG_Small,6,Opposition,2,3191,2.1104,151201
SG_Small,6,Conjunction,3,252,0.1667,151201
SG_Small,6,Opposition,3,190,0.1257,151201
SG_Small,6,Conjunction,4,8,0.0053,151201
SG_Small,6,Opposition,4,13,0.0086,151201
SG_Small,6,Conjunction,5,0,0.0,151201
SG_Small,6,Opposition,5,0,0.0,151201
SG_Small,6,Conjunction,6,0,0.0,151201
SG_Small,6,Opposition,6,0,0.0,151201
SG_Small,6,Conjunction,7,0,0.0,151201
SG_Small,6,Opposition,7,0,0.0,151201
SG_Small,7,Conjunction,0,114991,76.0517,151201
SG_Small,7,Opposition,0,114720,75.8725,151201
SG_Small,7,Conjunction,1,31781,21.019,151201
SG_Small,7,Opposition,1,31949,21.1302,151201
SG_Small,7,Conjunction,2,4059,2.6845,151201
SG_Small,7,Opposition,2,4194,2.7738,151201
SG_Small,7,Conjunction,3,360,0.2381,151201
SG_Small,7,Opposition,3,314,0.2077,151201
SG_Small,7,Conjunction,4,10,0.0066,151201
SG_Small,7,Opposition,4,24,0.0159,151201
SG_Small,7,Conjunction,5,0,0.0,151201
SG_Small,7,Opposition,5,0,0.0,151201
SG_Small,7,Conjunction,6,0,0.0,151201
SG_Small,7,Opposition,6,0,0.0,151201
SG_Small,7,Conjunction,7,0,0.0,151201
SG_Small,7,Opposition,7,0,0.0,151201
SG_Small,8,Conjunction,0,110508,73.0868,151201
SG_Small,8,Opposition,0,110091,72.811,151201
SG_Small,8,Conjunction,1,35059,23.187,151201
SG_Small,8,Opposition,1,35318,23.3583,151201
SG_Small,8,Conjunction,2,5082,3.3611,151201
SG_Small,8,Opposition,2,5297,3.5033,151201
SG_Small,8,Conjunction,3,527,0.3485,151201
SG_Small,8,Opposition,3,467,0.3089,151201
SG_Small,8,Conjunction,4,25,0.0165,151201
SG_Small,8,Opposition,4,28,0.0185,151201
SG_Small,8,Conjunction,5,0,0.0,151201
SG_Small,8,Opposition,5,0,0.0,151201
SG_Small,8,Conjunction,6,0,0.0,151201
SG_Small,8,Opposition,6,0,0.0,151201
SG_Small,8,Conjunction,7,0,0.0,151201
SG_Small,8,Opposition,7,0,0.0,151201
SG_Small,9,Conjunction,0,106145,70.2013,151201
SG_Small,9,Opposition,0,105785,69.9632,151201
SG_Small,9,Conjunction,1,38058,25.1705,151201
SG_Small,9,Opposition,1,38278,25.316,151201
SG_Small,9,Conjunction,2,6238,4.1256,151201
SG_Small,9,Opposition,2,6452,4.2672,151201
SG_Small,9,Conjunction,3,724,0.4788,151201
SG_Small,9,Opposition,3,643,0.4253,151201
SG_Small,9,Conjunction,4,36,0.0238,151201
SG_Small,9,Opposition,4,43,0.0284,151201
SG_Small,9,Conjunction,5,0,0.0,151201
SG_Small,9,Opposition,5,0,0.0,151201
SG_Small,9,Conjunction,6,0,0.0,151201
SG_Small,9,Opposition,6,0,0.0,151201
SG_Small,9,Conjunction,7,0,0.0,151201
SG_Small,9,Opposition,7,0,0.0,151201
SG_Small,10,Conjunction,0,101977,67.4447,151201
SG_Small,10,Opposition,0,101489,67.1219,151201
SG_Small,10,Conjunction,1,40807,26.9886,151201
SG_Small,10,Opposition,1,41186,27.2392,151201
SG_Small,10,Conjunction,2,7396,4.8915,151201
SG_Small,10,Opposition,2,7608,5.0317,151201
SG_Small,10,Conjunction,3,962,0.6362,151201
SG_Small,10,Opposition,3,855,0.5655,151201
SG_Small,10,Conjunction,4,59,0.039,151201
SG_Small,10,Opposition,4,63,0.0417,151201
SG_Small,10,Conjunction,5,0,0.0,151201
SG_Small,10,Opposition,5,0,0.0,151201
SG_Small,10,Conjunction,6,0,0.0,151201
SG_Small,10,Opposition,6,0,0.0,151201
SG_Small,10,Conjunction,7,0,0.0,151201
SG_Small,10,Opposition,7,0,0.0,151201
SG_Small,11,Conjunction,0,98018,64.8263,151201
SG_Small,11,Opposition,0,97469,64.4632,151201
SG_Small,11,Conjunction,1,43228,28.5898,151201
SG_Small,11,Opposition,1,43632,28.857,151201
SG_Small,11,Conjunction,2,8613,5.6964,151201
SG_Small,11,Opposition,2,8920,5.8994,151201
SG_Small,11,Conjunction,3,1250,0.8267,151201
SG_Small,11,Opposition,3,1083,0.7163,151201
SG_Small,11,Conjunction,4,91,0.0602,151201
SG_Small,11,Opposition,4,96,0.0635,151201
SG_Small,11,Conjunction,5,1,0.0007,151201
SG_Small,11,Opposition,5,1,0.0007,151201
SG_Small,11,Conjunction,6,0,0.0,151201
SG_Small,11,Opposition,6,0,0.0,151201
SG_Small,11,Conjunction,7,0,0.0,151201
SG_Small,11,Opposition,7,0,0.0,151201
SG_Small,12,Conjunction,0,94159,62.2741,151201
SG_Small,12,Opposition,0,93539,61.864,151201
SG_Small,12,Conjunction,1,45471,30.0732,151201
SG_Small,12,Opposition,1,45922,30.3715,151201
SG_Small,12,Conjunction,2,9881,6.535,151201
SG_Small,12,Opposition,2,10237,6.7705,151201
SG_Small,12,Conjunction,3,1558,1.0304,151201
SG_Small,12,Opposition,3,1383,0.9147,151201
SG_Small,12,Conjunction,4,129,0.0853,151201
SG_Small,12,Opposition,4,118,0.078,151201
SG_Small,12,Conjunction,5,3,0.002,151201
SG_Small,12,Opposition,5,2,0.0013,151201
SG_Small,12,Conjunction,6,0,0.0,151201
SG_Small,12,Opposition,6,0,0.0,151201
SG_Small,12,Conjunction,7,0,0.0,151201
SG_Small,12,Opposition,7,0,0.0,151201
SG_Small,13,Conjunction,0,90401,59.7886,151201
SG_Small,13,Opposition,0,89927,59.4751,151201
SG_Small,13,Conjunction,1,47538,31.4403,151201
SG_Small,13,Opposition,1,47854,31.6493,151201
SG_Small,13,Conjunction,2,11169,7.3869,151201
SG_Small,13,Opposition,2,11564,7.6481,151201
SG_Small,13,Conjunction,3,1906,1.2606,151201
SG_Small,13,Opposition,3,1693,1.1197,151201
SG_Small,13,Conjunction,4,181,0.1197,151201
SG_Small,13,Opposition,4,159,0.1052,151201
SG_Small,13,Conjunction,5,6,0.004,151201
SG_Small,13,Opposition,5,4,0.0026,151201
SG_Small,13,Conjunction,6,0,0.0,151201
SG_Small,13,Opposition,6,0,0.0,151201
SG_Small,13,Conjunction,7,0,0.0,151201
SG_Small,13,Opposition,7,0,0.0,151201
SG_Small,14,Conjunction,0,86726,57.3581,151201
SG_Small,14,Opposition,0,86288,57.0684,151201
SG_Small,14,Conjunction,1,49464,32.7141,151201
SG_Small,14,Opposition,1,49684,32.8596,151201
SG_Small,14,Conjunction,2,12463,8.2427,151201
SG_Small,14,Opposition,2,12950,8.5648,151201
SG_Small,14,Conjunction,3,2296,1.5185,151201
SG_Small,14,Opposition,3,2050,1.3558,151201
SG_Small,14,Conjunction,4,239,0.1581,151201
SG_Small,14,Opposition,4,222,0.1468,151201
SG_Small,14,Conjunction,5,13,0.0086,151201
SG_Small,14,Opposition,5,7,0.0046,151201
SG_Small,14,Conjunction,6,0,0.0,151201
SG_Small,14,Opposition,6,0,0.0,151201
SG_Small,14,Conjunction,7,0,0.0,151201
SG_Small,14,Opposition,7,0,0.0,151201
SG_Small,15,Conjunction,0,83337,55.1167,151201
SG_Small,15,Opposition,0,82809,54.7675,151201
SG_Small,15,Conjunction,1,51038,33.7551,151201
SG_Small,15,Opposition,1,51211,33.8695,151201
SG_Small,15,Conjunction,2,13768,9.1058,151201
SG_Small,15,Opposition,2,14465,9.5667,151201
SG_Small,15,Conjunction,3,2716,1.7963,151201
SG_Small,15,Opposition,3,2432,1.6085,151201
SG_Small,15,Conjunction,4,324,0.2143,151201
SG_Small,15,Opposition,4,275,0.1819,151201
SG_Small,15,Conjunction,5,18,0.0119,151201
SG_Small,15,Opposition,5,9,0.006,151201
SG_Small,15,Conjunction,6,0,0.0,151201
SG_Small,15,Opposition,6,0,0.0,151201
SG_Small,15,Conjunction,7,0,0.0,151201
SG_Small,15,Opposition,7,0,0.0,151201
SG_Small,16,Conjunction,0,80078,52.9613,151201
SG_Small,16,Opposition,0,79449,52.5453,151201
SG_Small,16,Conjunction,1,52339,34.6155,151201
SG_Small,16,Opposition,1,52650,34.8212,151201
SG_Small,16,Conjunction,2,15172,10.0343,151201
SG_Small,16,Opposition,2,15892,10.5105,151201
SG_Small,16,Conjunction,3,3184,2.1058,151201
SG_Small,16,Opposition,3,2859,1.8909,151201
SG_Small,16,Conjunction,4,403,0.2665,151201
SG_Small,16,Opposition,4,334,0.2209,151201
SG_Small,16,Conjunction,5,24,0.0159,151201
SG_Small,16,Opposition,5,17,0.0112,151201
SG_Small,16,Conjunction,6,1,0.0007,151201
SG_Small,16,Opposition,6,0,0.0,151201
SG_Small,16,Conjunction,7,0,0.0,151201
SG_Small,16,Opposition,7,0,0.0,151201
SG_Small,17,Conjunction,0,76897,50.8575,151201
SG_Small,17,Opposition,0,76263,50.4382,151201
SG_Small,17,Conjunction,1,53586,35.4402,151201
SG_Small,17,Opposition,1,53803,35.5838,151201
SG_Small,17,Conjunction,2,16515,10.9225,151201
SG_Small,17,Opposition,2,17391,11.5019,151201
SG_Small,17,Conjunction,3,3677,2.4319,151201
SG_Small,17,Opposition,3,3290,2.1759,151201
SG_Small,17,Conjunction,4,486,0.3214,151201
SG_Small,17,Opposition,4,433,0.2864,151201
SG_Small,17,Conjunction,5,39,0.0258,151201
SG_Small,17,Opposition,5,21,0.0139,151201
SG_Small,17,Conjunction,6,1,0.0007,151201
SG_Small,17,Opposition,6,0,0.0,151201
SG_Small,17,Conjunction,7,0,0.0,151201
SG_Small,17,Opposition,7,0,0.0,151201
SG_Small,18,Conjunction,0,73706,48.747,151201
SG_Small,18,Opposition,0,73148,48.378,151201
SG_Small,18,Conjunction,1,54741,36.2041,151201
SG_Small,18,Opposition,1,54816,36.2537,151201
SG_Small,18,Conjunction,2,17908,11.8438,151201
SG_Small,18,Opposition,2,18921,12.5138,151201
SG_Small,18,Conjunction,3,4214,2.787,151201
SG_Small,18,Opposition,3,3760,2.4868,151201
SG_Small,18,Conjunction,4,581,0.3843,151201
SG_Small,18,Opposition,4,528,0.3492,151201
SG_Small,18,Conjunction,5,50,0.0331,151201
SG_Small,18,Opposition,5,28,0.0185,151201
SG_Small,18,Conjunction,6,1,0.0007,151201
SG_Small,18,Opposition,6,0,0.0,151201
SG_Small,18,Conjunction,7,0,0.0,151201
SG_Small,18,Opposition,7,0,0.0,151201
SG_Small,19,Conjunction,0,70798,46.8238,151201
SG_Small,19,Opposition,0,70109,46.3681,151201
SG_Small,19,Conjunction,1,55527,36.724,151201
SG_Small,19,Opposition,1,55781,36.892,151201
SG_Small,19,Conjunction,2,19320,12.7777,151201
SG_Small,19,Opposition,2,20270,13.406,151201
SG_Small,19,Conjunction,3,4801,3.1752,151201
SG_Small,19,Opposition,3,4364,2.8862,151201
SG_Small,19,Conjunction,4,687,0.4544,151201
SG_Small,19,Opposition,4,639,0.4226,151201
SG_Small,19,Conjunction,5,66,0.0437,151201
SG_Small,19,Opposition,5,38,0.0251,151201
SG_Small,19,Conjunction,6,2,0.0013,151201
SG_Small,19,Opposition,6,0,0.0,151201
SG_Small,19,Conjunction,7,0,0.0,151201
SG_Small,19,Opposition,7,0,0.0,151201
SG_Small,20,Conjunction,0,67967,44.9514,151201
SG_Small,20,Opposition,0,67310,44.5169,151201
SG_Small,20,Conjunction,1,56257,37.2068,151201
SG_Small,20,Opposition,1,56341,37.2623,151201
SG_Small,20,Conjunction,2,20715,13.7003,151201
SG_Small,20,Opposition,2,21781,14.4053,151201
SG_Small,20,Conjunction,3,5382,3.5595,151201
SG_Small,20,Opposition,3,4941,3.2678,151201
SG_Small,20,Conjunction,4,794,0.5251,151201
SG_Small,20,Opposition,4,776,0.5132,151201
SG_Small,20,Conjunction,5,82,0.0542,151201
SG_Small,20,Opposition,5,52,0.0344,151201
SG_Small,20,Conjunction,6,4,0.0026,151201
SG_Small,20,Opposition,6,0,0.0,151201
SG_Small,20,Conjunction,7,0,0.0,151201
SG_Small,20,Opposition,7,0,0.0,151201
SG_Small,21,Conjunction,0,65124,43.0711,151201
SG_Small,21,Opposition,0,64507,42.6631,151201
SG_Small,21,Conjunction,1,56899,37.6314,151201
SG_Small,21,Opposition,1,56939,37.6578,151201
SG_Small,21,Conjunction,2,22090,14.6097,151201
SG_Small,21,Opposition,2,23179,15.3299,151201
SG_Small,21,Conjunction,3,6048,4.0,151201
SG_Small,21,Opposition,3,5590,3.6971,151201
SG_Small,21,Conjunction,4,944,0.6243,151201
SG_Small,21,Opposition,4,922,0.6098,151201
SG_Small,21,Conjunction,5,92,0.0608,151201
SG_Small,21,Opposition,5,64,0.0423,151201
SG_Small,21,Conjunction,6,4,0.0026,151201
SG_Small,21,Opposition,6,0,0.0,151201
SG_Small,21,Conjunction,7,0,0.0,151201
SG_Small,21,Opposition,7,0,0.0,151201
SG_Small,22,Conjunction,0,62476,41.3198,151201
SG_Small,22,Opposition,0,61906,40.9429,151201
SG_Small,22,Conjunction,1,57386,37.9535,151201
SG_Small,22,Opposition,1,57261,37.8708,151201
SG_Small,22,Conjunction,2,23438,15.5012,151201
SG_Small,22,Opposition,2,24626,16.2869,151201
SG_Small,22,Conjunction,3,6688,4.4233,151201
SG_Small,22,Opposition,3,6274,4.1494,151201
SG_Small,22,Conjunction,4,1095,0.7242,151201
SG_Small,22,Opposition,4,1045,0.6911,151201
SG_Small,22,Conjunction,5,113,0.0747,151201
SG_Small,22,Opposition,5,88,0.0582,151201
SG_Small,22,Conjunction,6,5,0.0033,151201
SG_Small,22,Opposition,6,1,0.0007,151201
SG_Small,22,Conjunction,7,0,0.0,151201
SG_Small,22,Opposition,7,0,0.0,151201
SG_Small,23,Conjunction,0,59890,39.6095,151201
SG_Small,23,Opposition,0,59323,39.2345,151201
SG_Small,23,Conjunction,1,57792,38.222,151201
SG_Small,23,Opposition,1,57587,38.0864,151201
SG_Small,23,Conjunction,2,24785,16.3921,151201
SG_Small,23,Opposition,2,25984,17.1851,151201
SG_Small,23,Conjunction,3,7325,4.8445,151201
SG_Small,23,Opposition,3,6959,4.6025,151201
SG_Small,23,Conjunction,4,1255,0.83,151201
SG_Small,23,Opposition,4,1241,0.8208,151201
SG_Small,23,Conjunction,5,146,0.0966,151201
SG_Small,23,Opposition,5,106,0.0701,151201
SG_Small,23,Conjunction,6,8,0.0053,151201
SG_Small,23,Opposition,6,1,0.0007,151201
SG_Small,23,Conjunction,7,0,0.0,151201
SG_Small,23,Opposition,7,0,0.0,151201
SG_Small,24,Conjunction,0,57402,37.964,151201
SG_Small,24,Opposition,0,56886,37.6228,151201
SG_Small,24,Conjunction,1,58018,38.3714,151201
SG_Small,24,Opposition,1,57728,38.1796,151201
SG_Small,24,Conjunction,2,26165,17.3048,151201
SG_Small,24,Opposition,2,27393,18.1169,151201
SG_Small,24,Conjunction,3,7979,5.2771,151201
SG_Small,24,Opposition,3,7648,5.0582,151201
SG_Small,24,Conjunction,4,1442,0.9537,151201
SG_Small,24,Opposition,4,1413,0.9345,151201
SG_Small,24,Conjunction,5,184,0.1217,151201
SG_Small,24,Opposition,5,132,0.0873,151201
SG_Small,24,Conjunction,6,11,0.0073,151201
SG_Small,24,Opposition,6,1,0.0007,151201
SG_Small,24,Conjunction,7,0,0.0,151201
SG_Small,24,Opposition,7,0,0.0,151201
SG_Small,25,Conjunction,0,54986,36.3662,151201
SG_Small,25,Opposition,0,54508,36.05,151201
SG_Small,25,Conjunction,1,58219,38.5044,151201
SG_Small,25,Opposition,1,57730,38.181,151201
SG_Small,25,Conjunction,2,27396,18.1189,151201
SG_Small,25,Opposition,2,28826,19.0647,151201
SG_Small,25,Conjunction,3,8745,5.7837,151201
SG_Small,25,Opposition,3,8381,5.543,151201
SG_Small,25,Conjunction,4,1629,1.0774,151201
SG_Small,25,Opposition,4,1603,1.0602,151201
SG_Small,25,Conjunction,5,212,0.1402,151201
SG_Small,25,Opposition,5,151,0.0999,151201
SG_Small,25,Conjunction,6,14,0.0093,151201
SG_Small,25,Opposition,6,2,0.0013,151201
SG_Small,25,Conjunction,7,0,0.0,151201
SG_Small,25,Opposition,7,0,0.0,151201
SG_Small,26,Conjunction,0,52691,34.8483,151201
SG_Small,26,Opposition,0,52252,34.558,151201
SG_Small,26,Conjunction,1,58180,38.4786,151201
SG_Small,26,Opposition,1,57707,38.1658,151201
SG_Small,26,Conjunction,2,28700,18.9814,151201
SG_Small,26,Opposition,2,30059,19.8802,151201
SG_Small,26,Conjunction,3,9524,6.2989,151201
SG_Small,26,Opposition,3,9163,6.0601,151201
SG_Small,26,Conjunction,4,1840,1.2169,151201
SG_Small,26,Opposition,4,1835,1.2136,151201
SG_Small,26,Conjunction,5,249,0.1647,151201
SG_Small,26,Opposition,5,182,0.1204,151201
SG_Small,26,Conjunction,6,17,0.0112,151201
SG_Small,26,Opposition,6,3,0.002,151201
SG_Small,26,Conjunction,7,0,0.0,151201
SG_Small,26,Opposition,7,0,0.0,151201
SG_Small,27,Conjunction,0,50529,33.4184,151201
SG_Small,27,Opposition,0,50079,33.1208,151201
SG_Small,27,Conjunction,1,58166,38.4693,151201
SG_Small,27,Opposition,1,57589,38.0877,151201
SG_Small,27,Conjunction,2,29824,19.7247,151201
SG_Small,27,Opposition,2,31282,20.689,151201
SG_Small,27,Conjunction,3,10299,6.8115,151201
SG_Small,27,Opposition,3,9941,6.5747,151201
SG_Small,27,Conjunction,4,2076,1.373,151201
SG_Small,27,Opposition,4,2092,1.3836,151201
SG_Small,27,Conjunction,5,287,0.1898,151201
SG_Small,27,Opposition,5,212,0.1402,151201
SG_Small,27,Conjunction,6,20,0.0132,151201
SG_Small,27,Opposition,6,6,0.004,151201
SG_Small,27,Conjunction,7,0,0.0,151201
SG_Small,27,Opposition,7,0,0.0,151201
SG_Small,28,Conjunction,0,48488,32.0686,151201
SG_Small,28,Opposition,0,47932,31.7008,151201
SG_Small,28,Conjunction,1,57988,38.3516,151201
SG_Small,28,Opposition,1,57422,37.9773,151201
SG_Small,28,Conjunction,2,30935,20.4595,151201
SG_Small,28,Opposition,2,32438,21.4536,151201
SG_Small,28,Conjunction,3,11116,7.3518,151201
SG_Small,28,Opposition,3,10811,7.1501,151201
SG_Small,28,Conjunction,4,2312,1.5291,151201
SG_Small,28,Opposition,4,2345,1.5509,151201
SG_Small,28,Conjunction,5,336,0.2222,151201
SG_Small,28,Opposition,5,244,0.1614,151201
SG_Small,28,Conjunction,6,26,0.0172,151201
SG_Small,28,Opposition,6,9,0.006,151201
SG_Small,28,Conjunction,7,0,0.0,151201
SG_Small,28,Opposition,7,0,0.0,151201
SG_Small,29,Conjunction,0,46468,30.7326,151201
SG_Small,29,Opposition,0,45923,30.3722,151201
SG_Small,29,Conjunction,1,57756,38.1982,151201
SG_Small,29,Opposition,1,57194,37.8265,151201
SG_Small,29,Conjunction,2,31970,21.144,151201
SG_Small,29,Opposition,2,33522,22.1705,151201
SG_Small,29,Conjunction,3,11985,7.9265,151201
SG_Small,29,Opposition,3,11656,7.7089,151201
SG_Small,29,Conjunction,4,2604,1.7222,151201
SG_Small,29,Opposition,4,2618,1.7315,151201
SG_Small,29,Conjunction,5,386,0.2553,151201
SG_Small,29,Opposition,5,275,0.1819,151201
SG_Small,29,Conjunction,6,32,0.0212,151201
SG_Small,29,Opposition,6,13,0.0086,151201
SG_Small,29,Conjunction,7,0,0.0,151201
SG_Small,29,Opposition,7,0,0.0,151201
SG_Small,30,Conjunction,0,44472,29.4125,151201
SG_Small,30,Opposition,0,43960,29.0739,151201
SG_Small,30,Conjunction,1,57476,38.013,151201
SG_Small,30,Opposition,1,56834,37.5884,151201
SG_Small,30,Conjunction,2,32995,21.8219,151201
SG_Small,30,Opposition,2,34635,22.9066,151201
SG_Small,30,Conjunction,3,12835,8.4887,151201
SG_Small,30,Opposition,3,12547,8.2982,151201
SG_Small,30,Conjunction,4,2929,1.9372,151201
SG_Small,30,Opposition,4,2884,1.9074,151201
SG_Small,30,Conjunction,5,456,0.3016,151201
SG_Small,30,Opposition,5,325,0.2149,151201
SG_Small,30,Conjunction,6,38,0.0251,151201
SG_Small,30,Opposition,6,16,0.0106,151201
SG_Small,30,Conjunction,7,0,0.0,151201
SG_Small,30,Opposition,7,0,0.0,151201
SG_Medium,1,Conjunction,0,83613,96.2363,86883
SG_Medium,1,Opposition,0,83504,96.1109,86883
SG_Medium,1,Conjunction,1,3208,3.6923,86883
SG_Medium,1,Opposition,1,3328,3.8304,86883
SG_Medium,1,Conjunction,2,62,0.0714,86883
SG_Medium,1,Opposition,2,50,0.0575,86883
SG_Medium,1,Conjunction,3,0,0.0,86883
SG_Medium,1,Opposition,3,1,0.0012,86883
SG_Medium,1,Conjunction,4,0,0.0,86883
SG_Medium,1,Opposition,4,0,0.0,86883
SG_Medium,1,Conjunction,5,0,0.0,86883
SG_Medium,1,Opposition,5,0,0.0,86883
SG_Medium,1,Conjunction,6,0,0.0,86883
SG_Medium,1,Opposition,6,0,0.0,86883
SG_Medium,1,Conjunction,7,0,0.0,86883
SG_Medium,1,Opposition,7,0,0.0,86883
SG_Medium,2,Conjunction,0,80373,92.5072,86883
SG_Medium,2,Opposition,0,80228,92.3403,86883
SG_Medium,2,Conjunction,1,6270,7.2166,86883
SG_Medium,2,Opposition,1,6435,7.4065,86883
SG_Medium,2,Conjunction,2,238,0.2739,86883
SG_Medium,2,Opposition,2,215,0.2475,86883
SG_Medium,2,Conjunction,3,2,0.0023,86883
SG_Medium,2,Opposition,3,5,0.0058,86883
SG_Medium,2,Conjunction,4,0,0.0,86883
SG_Medium,2,Opposition,4,0,0.0,86883
SG_Medium,2,Conjunction,5,0,0.0,86883
SG_Medium,2,Opposition,5,0,0.0,86883
SG_Medium,2,Conjunction,6,0,0.0,86883
SG_Medium,2,Opposition,6,0,0.0,86883
SG_Medium,2,Conjunction,7,0,0.0,86883
SG_Medium,2,Opposition,7,0,0.0,86883
SG_Medium,3,Conjunction,0,77242,88.9035,86883
SG_Medium,3,Opposition,0,77182,88.8344,86883
SG_Medium,3,Conjunction,1,9146,10.5268,86883
SG_Medium,3,Opposition,1,9215,10.6062,86883
SG_Medium,3,Conjunction,2,480,0.5525,86883
SG_Medium,3,Opposition,2,471,0.5421,86883
SG_Medium,3,Conjunction,3,15,0.0173,86883
SG_Medium,3,Opposition,3,15,0.0173,86883
SG_Medium,3,Conjunction,4,0,0.0,86883
SG_Medium,3,Opposition,4,0,0.0,86883
SG_Medium,3,Conjunction,5,0,0.0,86883
SG_Medium,3,Opposition,5,0,0.0,86883
SG_Medium,3,Conjunction,6,0,0.0,86883
SG_Medium,3,Opposition,6,0,0.0,86883
SG_Medium,3,Conjunction,7,0,0.0,86883
SG_Medium,3,Opposition,7,0,0.0,86883
SG_Medium,4,Conjunction,0,74209,85.4126,86883
SG_Medium,4,Opposition,0,74178,85.3769,86883
SG_Medium,4,Conjunction,1,11824,13.6091,86883
SG_Medium,4,Opposition,1,11859,13.6494,86883
SG_Medium,4,Conjunction,2,813,0.9357,86883
SG_Medium,4,Opposition,2,811,0.9334,86883
SG_Medium,4,Conjunction,3,37,0.0426,86883
SG_Medium,4,Opposition,3,35,0.0403,86883
SG_Medium,4,Conjunction,4,0,0.0,86883
SG_Medium,4,Opposition,4,0,0.0,86883
SG_Medium,4,Conjunction,5,0,0.0,86883
SG_Medium,4,Opposition,5,0,0.0,86883
SG_Medium,4,Conjunction,6,0,0.0,86883
SG_Medium,4,Opposition,6,0,0.0,86883
SG_Medium,4,Conjunction,7,0,0.0,86883
SG_Medium,4,Opposition,7,0,0.0,86883
SG_Medium,5,Conjunction,0,71317,82.084,86883
SG_Medium,5,Opposition,0,71310,82.0759,86883
SG_Medium,5,Conjunction,1,14257,16.4094,86883
SG_Medium,5,Opposition,1,14308,16.4681,86883
SG_Medium,5,Conjunction,2,1237,1.4238,86883
SG_Medium,5,Opposition,2,1208,1.3904,86883
SG_Medium,5,Conjunction,3,70,0.0806,86883
SG_Medium,5,Opposition,3,56,0.0645,86883
SG_Medium,5,Conjunction,4,2,0.0023,86883
SG_Medium,5,Opposition,4,1,0.0012,86883
SG_Medium,5,Conjunction,5,0,0.0,86883
SG_Medium,5,Opposition,5,0,0.0,86883
SG_Medium,5,Conjunction,6,0,0.0,86883
SG_Medium,5,Opposition,6,0,0.0,86883
SG_Medium,5,Conjunction,7,0,0.0,86883
SG_Medium,5,Opposition,7,0,0.0,86883
SG_Medium,6,Conjunction,0,68482,78.8209,86883
SG_Medium,6,Opposition,0,68491,78.8313,86883
SG_Medium,6,Conjunction,1,16536,19.0325,86883
SG_Medium,6,Opposition,1,16562,19.0624,86883
SG_Medium,6,Conjunction,2,1736,1.9981,86883
SG_Medium,6,Opposition,2,1726,1.9866,86883
SG_Medium,6,Conjunction,3,123,0.1416,86883
SG_Medium,6,Opposition,3,103,0.1186,86883
SG_Medium,6,Conjunction,4,6,0.0069,86883
SG_Medium,6,Opposition,4,1,0.0012,86883
SG_Medium,6,Conjunction,5,0,0.0,86883
SG_Medium,6,Opposition,5,0,0.0,86883
SG_Medium,6,Conjunction,6,0,0.0,86883
SG_Medium,6,Opposition,6,0,0.0,86883
