Dataset,Window,Phase,N_Simul,Count,Pct,N_Total
SF_Total,4,Opposition,1,5134,13.1526,39034
SF_Total,4,Conjunction,2,517,1.3245,39034
SF_Total,4,Opposition,2,437,1.1195,39034
SF_Total,4,Conjunction,3,28,0.0717,39034
SF_Total,4,Opposition,3,23,0.0589,39034
SF_Total,4,Conjunction,4,0,0.0,39034
SF_Total,4,Opposition,4,0,0.0,39034
SF_Total,4,Conjunction,5,0,0.0,39034
SF_Total,4,Opposition,5,0,0.0,39034
SF_Total,4,Conjunction,6,0,0.0,39034
SF_Total,4,Opposition,6,0,0.0,39034
SF_Total,4,Conjunction,7,0,0.0,39034
SF_Total,4,Opposition,7,0,0.0,39034
SF_Total,5,Conjunction,0,31889,81.6954,39034
SF_Total,5,Opposition,0,32139,82.3359,39034
SF_Total,5,Conjunction,1,6347,16.2602,39034
SF_Total,5,Opposition,1,6192,15.8631,39034
SF_Total,5,Conjunction,2,742,1.9009,39034
SF_Total,5,Opposition,2,639,1.637,39034
SF_Total,5,Conjunction,3,53,0.1358,39034
SF_Total,5,Opposition,3,64,0.164,39034
SF_Total,5,Conjunction,4,3,0.0077,39034
SF_Total,5,Opposition,4,0,0.0,39034
SF_Total,5,Conjunction,5,0,0.0,39034
SF_Total,5,Opposition,5,0,0.0,39034
SF_Total,5,Conjunction,6,0,0.0,39034
SF_Total,5,Opposition,6,0,0.0,39034
SF_Total,5,Conjunction,7,0,0.0,39034
SF_Total,5,Opposition,7,0,0.0,39034
SF_Total,6,Conjunction,0,30609,78.4163,39034
SF_Total,6,Opposition,0,30914,79.1976,39034
SF_Total,6,Conjunction,1,7340,18.8041,39034
SF_Total,6,Opposition,1,7159,18.3404,39034
SF_Total,6,Conjunction,2,972,2.4901,39034
SF_Total,6,Opposition,2,842,2.1571,39034
SF_Total,6,Conjunction,3,108,0.2767,39034
SF_Total,6,Opposition,3,113,0.2895,39034
SF_Total,6,Conjunction,4,5,0.0128,39034
SF_Total,6,Opposition,4,6,0.0154,39034
SF_Total,6,Conjunction,5,0,0.0,39034
SF_Total,6,Opposition,5,0,0.0,39034
SF_Total,6,Conjunction,6,0,0.0,39034
SF_Total,6,Opposition,6,0,0.0,39034
SF_Total,6,Conjunction,7,0,0.0,39034
SF_Total,6,Opposition,7,0,0.0,39034
SF_Total,7,Conjunction,0,29380,75.2677,39034
SF_Total,7,Opposition,0,29751,76.2182,39034
SF_Total,7,Conjunction,1,8230,21.0842,39034
SF_Total,7,Opposition,1,8015,20.5334,39034
SF_Total,7,Conjunction,2,1271,3.2561,39034
SF_Total,7,Opposition,2,1093,2.8001,39034
SF_Total,7,Conjunction,3,146,0.374,39034
SF_Total,7,Opposition,3,165,0.4227,39034
SF_Total,7,Conjunction,4,7,0.0179,39034
SF_Total,7,Opposition,4,10,0.0256,39034
SF_Total,7,Conjunction,5,0,0.0,39034
SF_Total,7,Opposition,5,0,0.0,39034
SF_Total,7,Conjunction,6,0,0.0,39034
SF_Total,7,Opposition,6,0,0.0,39034
SF_Total,7,Conjunction,7,0,0.0,39034
SF_Total,7,Opposition,7,0,0.0,39034
SF_Total,8,Conjunction,0,28264,72.4087,39034
SF_Total,8,Opposition,0,28673,73.4565,39034
SF_Total,8,Conjunction,1,8963,22.962,39034
SF_Total,8,Opposition,1,8770,22.4676,39034
SF_Total,8,Conjunction,2,1597,4.0913,39034
SF_Total,8,Opposition,2,1328,3.4022,39034
SF_Total,8,Conjunction,3,200,0.5124,39034
SF_Total,8,Opposition,3,244,0.6251,39034
SF_Total,8,Conjunction,4,10,0.0256,39034
SF_Total,8,Opposition,4,19,0.0487,39034
SF_Total,8,Conjunction,5,0,0.0,39034
SF_Total,8,Opposition,5,0,0.0,39034
SF_Total,8,Conjunction,6,0,0.0,39034
SF_Total,8,Opposition,6,0,0.0,39034
SF_Total,8,Conjunction,7,0,0.0,39034
SF_Total,8,Opposition,7,0,0.0,39034
SF_Total,9,Conjunction,0,27242,69.7904,39034
SF_Total,9,Opposition,0,27609,70.7306,39034
SF_Total,9,Conjunction,1,9557,24.4838,39034
SF_Total,9,Opposition,1,9481,24.2891,39034
SF_Total,9,Conjunction,2,1944,4.9803,39034
SF_Total,9,Opposition,2,1599,4.0964,39034
SF_Total,9,Conjunction,3,269,0.6891,39034
SF_Total,9,Opposition,3,314,0.8044,39034
SF_Total,9,Conjunction,4,22,0.0564,39034
SF_Total,9,Opposition,4,30,0.0769,39034
SF_Total,9,Conjunction,5,0,0.0,39034
SF_Total,9,Opposition,5,1,0.0026,39034
SF_Total,9,Conjunction,6,0,0.0,39034
SF_Total,9,Opposition,6,0,0.0,39034
SF_Total,9,Conjunction,7,0,0.0,39034
SF_Total,9,Opposition,7,0,0.0,39034
SF_Total,10,Conjunction,0,26171,67.0467,39034
SF_Total,10,Opposition,0,26503,67.8972,39034
SF_Total,10,Conjunction,1,10194,26.1157,39034
SF_Total,10,Opposition,1,10207,26.149,39034
SF_Total,10,Conjunction,2,2278,5.8359,39034
SF_Total,10,Opposition,2,1878,4.8112,39034
SF_Total,10,Conjunction,3,359,0.9197,39034
SF_Total,10,Opposition,3,400,1.0247,39034
SF_Total,10,Conjunction,4,31,0.0794,39034
SF_Total,10,Opposition,4,45,0.1153,39034
SF_Total,10,Conjunction,5,1,0.0026,39034
SF_Total,10,Opposition,5,1,0.0026,39034
SF_Total,10,Conjunction,6,0,0.0,39034
SF_Total,10,Opposition,6,0,0.0,39034
SF_Total,10,Conjunction,7,0,0.0,39034
SF_Total,10,Opposition,7,0,0.0,39034
SF_Total,11,Conjunction,0,25233,64.6436,39034
SF_Total,11,Opposition,0,25561,65.4839,39034
SF_Total,11,Conjunction,1,10644,27.2685,39034
SF_Total,11,Opposition,1,10777,27.6093,39034
SF_Total,11,Conjunction,2,2660,6.8146,39034
SF_Total,11,Opposition,2,2152,5.5131,39034
SF_Total,11,Conjunction,3,451,1.1554,39034
SF_Total,11,Opposition,3,479,1.2271,39034
SF_Total,11,Conjunction,4,44,0.1127,39034
SF_Total,11,Opposition,4,64,0.164,39034
SF_Total,11,Conjunction,5,2,0.0051,39034
SF_Total,11,Opposition,5,1,0.0026,39034
SF_Total,11,Conjunction,6,0,0.0,39034
SF_Total,11,Opposition,6,0,0.0,39034
SF_Total,11,Conjunction,7,0,0.0,39034
SF_Total,11,Opposition,7,0,0.0,39034
SF_Total,12,Conjunction,0,24406,62.525,39034
SF_Total,12,Opposition,0,24622,63.0783,39034
SF_Total,12,Conjunction,1,11002,28.1857,39034
SF_Total,12,Opposition,1,11279,28.8953,39034
SF_Total,12,Conjunction,2,2993,7.6677,39034
SF_Total,12,Opposition,2,2462,6.3073,39034
SF_Total,12,Conjunction,3,561,1.4372,39034
SF_Total,12,Opposition,3,578,1.4808,39034
SF_Total,12,Conjunction,4,69,0.1768,39034
SF_Total,12,Opposition,4,92,0.2357,39034
SF_Total,12,Conjunction,5,3,0.0077,39034
SF_Total,12,Opposition,5,1,0.0026,39034
SF_Total,12,Conjunction,6,0,0.0,39034
SF_Total,12,Opposition,6,0,0.0,39034
SF_Total,12,Conjunction,7,0,0.0,39034
SF_Total,12,Opposition,7,0,0.0,39034
SF_Total,13,Conjunction,0,23493,60.186,39034
SF_Total,13,Opposition,0,23740,60.8188,39034
SF_Total,13,Conjunction,1,11441,29.3103,39034
SF_Total,13,Opposition,1,11713,30.0072,39034
SF_Total,13,Conjunction,2,3312,8.4849,39034
SF_Total,13,Opposition,2,2756,7.0605,39034
SF_Total,13,Conjunction,3,698,1.7882,39034
SF_Total,13,Opposition,3,699,1.7907,39034
SF_Total,13,Conjunction,4,86,0.2203,39034
SF_Total,13,Opposition,4,124,0.3177,39034
SF_Total,13,Conjunction,5,4,0.0102,39034
SF_Total,13,Opposition,5,2,0.0051,39034
SF_Total,13,Conjunction,6,0,0.0,39034
SF_Total,13,Opposition,6,0,0.0,39034
SF_Total,13,Conjunction,7,0,0.0,39034
SF_Total,13,Opposition,7,0,0.0,39034
SF_Total,14,Conjunction,0,22662,58.0571,39034
SF_Total,14,Opposition,0,22889,58.6386,39034
SF_Total,14,Conjunction,1,11761,30.1301,39034
SF_Total,14,Opposition,1,12082,30.9525,39034
SF_Total,14,Conjunction,2,3629,9.297,39034
SF_Total,14,Opposition,2,3117,7.9853,39034
SF_Total,14,Conjunction,3,861,2.2058,39034
SF_Total,14,Opposition,3,792,2.029,39034
SF_Total,14,Conjunction,4,115,0.2946,39034
SF_Total,14,Opposition,4,150,0.3843,39034
SF_Total,14,Conjunction,5,6,0.0154,39034
SF_Total,14,Opposition,5,4,0.0102,39034
SF_Total,14,Conjunction,6,0,0.0,39034
SF_Total,14,Opposition,6,0,0.0,39034
SF_Total,14,Conjunction,7,0,0.0,39034
SF_Total,14,Opposition,7,0,0.0,39034
SF_Total,15,Conjunction,0,21852,55.982,39034
SF_Total,15,Opposition,0,22023,56.42,39034
SF_Total,15,Conjunction,1,12112,31.0294,39034
SF_Total,15,Opposition,1,12490,31.9977,39034
SF_Total,15,Conjunction,2,3910,10.0169,39034
SF_Total,15,Opposition,2,3416,8.7513,39034
SF_Total,15,Conjunction,3,1012,2.5926,39034
SF_Total,15,Opposition,3,921,2.3595,39034
SF_Total,15,Conjunction,4,135,0.3459,39034
SF_Total,15,Opposition,4,177,0.4535,39034
SF_Total,15,Conjunction,5,13,0.0333,39034
SF_Total,15,Opposition,5,7,0.0179,39034
SF_Total,15,Conjunction,6,0,0.0,39034
SF_Total,15,Opposition,6,0,0.0,39034
SF_Total,15,Conjunction,7,0,0.0,39034
SF_Total,15,Opposition,7,0,0.0,39034
SF_Total,16,Conjunction,0,21025,53.8633,39034
SF_Total,16,Opposition,0,21201,54.3142,39034
SF_Total,16,Conjunction,1,12438,31.8645,39034
SF_Total,16,Opposition,1,12813,32.8252,39034
SF_Total,16,Conjunction,2,4217,10.8034,39034
SF_Total,16,Opposition,2,3761,9.6352,39034
SF_Total,16,Conjunction,3,1161,2.9743,39034
SF_Total,16,Opposition,3,1043,2.672,39034
SF_Total,16,Conjunction,4,177,0.4535,39034
SF_Total,16,Opposition,4,206,0.5277,39034
SF_Total,16,Conjunction,5,16,0.041,39034
SF_Total,16,Opposition,5,10,0.0256,39034
SF_Total,16,Conjunction,6,0,0.0,39034
SF_Total,16,Opposition,6,0,0.0,39034
SF_Total,16,Conjunction,7,0,0.0,39034
SF_Total,16,Opposition,7,0,0.0,39034
SF_Total,17,Conjunction,0,20290,51.9803,39034
SF_Total,17,Opposition,0,20415,52.3006,39034
SF_Total,17,Conjunction,1,12685,32.4973,39034
SF_Total,17,Opposition,1,13095,33.5477,39034
SF_Total,17,Conjunction,2,4503,11.5361,39034
SF_Total,17,Opposition,2,4114,10.5395,39034
SF_Total,17,Conjunction,3,1318,3.3765,39034
SF_Total,17,Opposition,3,1150,2.9461,39034
SF_Total,17,Conjunction,4,214,0.5482,39034
SF_Total,17,Opposition,4,247,0.6328,39034
SF_Total,17,Conjunction,5,24,0.0615,39034
SF_Total,17,Opposition,5,13,0.0333,39034
SF_Total,17,Conjunction,6,0,0.0,39034
SF_Total,17,Opposition,6,0,0.0,39034
SF_Total,17,Conjunction,7,0,0.0,39034
SF_Total,17,Opposition,7,0,0.0,39034
SF_Total,18,Conjunction,0,19575,50.1486,39034
SF_Total,18,Opposition,0,19702,50.4739,39034
SF_Total,18,Conjunction,1,12888,33.0174,39034
SF_Total,18,Opposition,1,13290,34.0472,39034
SF_Total,18,Conjunction,2,4789,12.2688,39034
SF_Total,18,Opposition,2,4440,11.3747,39034
SF_Total,18,Conjunction,3,1485,3.8044,39034
SF_Total,18,Opposition,3,1281,3.2818,39034
SF_Total,18,Conjunction,4,270,0.6917,39034
SF_Total,18,Opposition,4,299,0.766,39034
SF_Total,18,Conjunction,5,24,0.0615,39034
SF_Total,18,Opposition,5,22,0.0564,39034
SF_Total,18,Conjunction,6,3,0.0077,39034
SF_Total,18,Opposition,6,0,0.0,39034
SF_Total,18,Conjunction,7,0,0.0,39034
SF_Total,18,Opposition,7,0,0.0,39034
SF_Total,19,Conjunction,0,18916,48.4603,39034
SF_Total,19,Opposition,0,19004,48.6858,39034
SF_Total,19,Conjunction,1,13020,33.3555,39034
SF_Total,19,Opposition,1,13478,34.5289,39034
SF_Total,19,Conjunction,2,5100,13.0655,39034
SF_Total,19,Opposition,2,4756,12.1842,39034
SF_Total,19,Conjunction,3,1645,4.2143,39034
SF_Total,19,Opposition,3,1413,3.6199,39034
SF_Total,19,Conjunction,4,322,0.8249,39034
SF_Total,19,Opposition,4,354,0.9069,39034
SF_Total,19,Conjunction,5,27,0.0692,39034
SF_Total,19,Opposition,5,29,0.0743,39034
SF_Total,19,Conjunction,6,4,0.0102,39034
SF_Total,19,Opposition,6,0,0.0,39034
SF_Total,19,Conjunction,7,0,0.0,39034
SF_Total,19,Opposition,7,0,0.0,39034
SF_Total,20,Conjunction,0,18213,46.6593,39034
SF_Total,20,Opposition,0,18316,46.9232,39034
SF_Total,20,Conjunction,1,13213,33.85,39034
SF_Total,20,Opposition,1,13638,34.9388,39034
SF_Total,20,Conjunction,2,5353,13.7137,39034
SF_Total,20,Opposition,2,5078,13.0092,39034
SF_Total,20,Conjunction,3,1838,4.7087,39034
SF_Total,20,Opposition,3,1564,4.0068,39034
SF_Total,20,Conjunction,4,377,0.9658,39034
SF_Total,20,Opposition,4,398,1.0196,39034
SF_Total,20,Conjunction,5,35,0.0897,39034
SF_Total,20,Opposition,5,40,0.1025,39034
SF_Total,20,Conjunction,6,5,0.0128,39034
SF_Total,20,Opposition,6,0,0.0,39034
SF_Total,20,Conjunction,7,0,0.0,39034
SF_Total,20,Opposition,7,0,0.0,39034
SF_Total,21,Conjunction,0,17548,44.9557,39034
SF_Total,21,Opposition,0,17677,45.2862,39034
SF_Total,21,Conjunction,1,13342,34.1805,39034
SF_Total,21,Opposition,1,13689,35.0694,39034
SF_Total,21,Conjunction,2,5628,14.4182,39034
SF_Total,21,Opposition,2,5422,13.8905,39034
SF_Total,21,Conjunction,3,2020,5.175,39034
SF_Total,21,Opposition,3,1754,4.4935,39034
SF_Total,21,Conjunction,4,451,1.1554,39034
SF_Total,21,Opposition,4,440,1.1272,39034
SF_Total,21,Conjunction,5,37,0.0948,39034
SF_Total,21,Opposition,5,52,0.1332,39034
SF_Total,21,Conjunction,6,8,0.0205,39034
SF_Total,21,Opposition,6,0,0.0,39034
SF_Total,21,Conjunction,7,0,0.0,39034
SF_Total,21,Opposition,7,0,0.0,39034
SF_Total,22,Conjunction,0,16917,43.3391,39034
SF_Total,22,Opposition,0,17042,43.6594,39034
SF_Total,22,Conjunction,1,13427,34.3982,39034
SF_Total,22,Opposition,1,13765,35.2641,39034
SF_Total,22,Conjunction,2,5890,15.0894,39034
SF_Total,22,Opposition,2,5762,14.7615,39034
SF_Total,22,Conjunction,3,2234,5.7232,39034
SF_Total,22,Opposition,3,1927,4.9367,39034
SF_Total,22,Conjunction,4,505,1.2937,39034
SF_Total,22,Opposition,4,471,1.2066,39034
SF_Total,22,Conjunction,5,53,0.1358,39034
SF_Total,22,Opposition,5,67,0.1716,39034
SF_Total,22,Conjunction,6,8,0.0205,39034
SF_Total,22,Opposition,6,0,0.0,39034
SF_Total,22,Conjunction,7,0,0.0,39034
SF_Total,22,Opposition,7,0,0.0,39034
SF_Total,23,Conjunction,0,16298,41.7533,39034
SF_Total,23,Opposition,0,16421,42.0685,39034
SF_Total,23,Conjunction,1,13473,34.5161,39034
SF_Total,23,Opposition,1,13822,35.4102,39034
SF_Total,23,Conjunction,2,6188,15.8528,39034
SF_Total,23,Opposition,2,6062,15.5301,39034
SF_Total,23,Conjunction,3,2426,6.2151,39034
SF_Total,23,Opposition,3,2129,5.4542,39034
SF_Total,23,Conjunction,4,572,1.4654,39034
SF_Total,23,Opposition,4,519,1.3296,39034
SF_Total,23,Conjunction,5,67,0.1716,39034
SF_Total,23,Opposition,5,81,0.2075,39034
SF_Total,23,Conjunction,6,10,0.0256,39034
SF_Total,23,Opposition,6,0,0.0,39034
SF_Total,23,Conjunction,7,0,0.0,39034
SF_Total,23,Opposition,7,0,0.0,39034
SF_Total,24,Conjunction,0,15709,40.2444,39034
SF_Total,24,Opposition,0,15758,40.3699,39034
SF_Total,24,Conjunction,1,13523,34.6442,39034
SF_Total,24,Opposition,1,13893,35.592,39034
SF_Total,24,Conjunction,2,6445,16.5112,39034
SF_Total,24,Opposition,2,6385,16.3575,39034
SF_Total,24,Conjunction,3,2643,6.771,39034
SF_Total,24,Opposition,3,2324,5.9538,39034
SF_Total,24,Conjunction,4,620,1.5884,39034
SF_Total,24,Opposition,4,576,1.4756,39034
SF_Total,24,Conjunction,5,81,0.2075,39034
SF_Total,24,Opposition,5,97,0.2485,39034
SF_Total,24,Conjunction,6,13,0.0333,39034
SF_Total,24,Opposition,6,1,0.0026,39034
SF_Total,24,Conjunction,7,0,0.0,39034
SF_Total,24,Opposition,7,0,0.0,39034
SF_Total,25,Conjunction,0,15116,38.7252,39034
SF_Total,25,Opposition,0,15177,38.8815,39034
SF_Total,25,Conjunction,1,13568,34.7594,39034
SF_Total,25,Opposition,1,13925,35.674,39034
SF_Total,25,Conjunction,2,6710,17.1901,39034
SF_Total,25,Opposition,2,6689,17.1363,39034
SF_Total,25,Conjunction,3,2816,7.2142,39034
SF_Total,25,Opposition,3,2496,6.3944,39034
SF_Total,25,Conjunction,4,703,1.801,39034
SF_Total,25,Opposition,4,635,1.6268,39034
SF_Total,25,Conjunction,5,107,0.2741,39034
SF_Total,25,Opposition,5,110,0.2818,39034
SF_Total,25,Conjunction,6,14,0.0359,39034
SF_Total,25,Opposition,6,2,0.0051,39034
SF_Total,25,Conjunction,7,0,0.0,39034
SF_Total,25,Opposition,7,0,0.0,39034
SF_Total,26,Conjunction,0,14560,37.3008,39034
SF_Total,26,Opposition,0,14588,37.3725,39034
SF_Total,26,Conjunction,1,13574,34.7748,39034
SF_Total,26,Opposition,1,13944,35.7227,39034
SF_Total,26,Conjunction,2,6968,17.8511,39034
SF_Total,26,Opposition,2,7024,17.9946,39034
SF_Total,26,Conjunction,3,3007,7.7035,39034
SF_Total,26,Opposition,3,2639,6.7608,39034
SF_Total,26,Conjunction,4,785,2.0111,39034
SF_Total,26,Opposition,4,695,1.7805,39034
SF_Total,26,Conjunction,5,120,0.3074,39034
SF_Total,26,Opposition,5,142,0.3638,39034
SF_Total,26,Conjunction,6,20,0.0512,39034
SF_Total,26,Opposition,6,2,0.0051,39034
SF_Total,26,Conjunction,7,0,0.0,39034
SF_Total,26,Opposition,7,0,0.0,39034
SF_Total,27,Conjunction,0,14033,35.9507,39034
SF_Total,27,Opposition,0,14076,36.0609,39034
SF_Total,27,Conjunction,1,13578,34.7851,39034
SF_Total,27,Opposition,1,13871,35.5357,39034
SF_Total,27,Conjunction,2,7190,18.4198,39034
SF_Total,27,Opposition,2,7303,18.7093,39034
SF_Total,27,Conjunction,3,3203,8.2057,39034
SF_Total,27,Opposition,3,2861,7.3295,39034
SF_Total,27,Conjunction,4,868,2.2237,39034
SF_Total,27,Opposition,4,759,1.9445,39034
SF_Total,27,Conjunction,5,139,0.3561,39034
SF_Total,27,Opposition,5,162,0.415,39034
SF_Total,27,Conjunction,6,23,0.0589,39034
SF_Total,27,Opposition,6,2,0.0051,39034
SF_Total,27,Conjunction,7,0,0.0,39034
SF_Total,27,Opposition,7,0,0.0,39034
SF_Total,28,Conjunction,0,13524,34.6467,39034
SF_Total,28,Opposition,0,13546,34.7031,39034
SF_Total,28,Conjunction,1,13575,34.7774,39034
SF_Total,28,Opposition,1,13832,35.4358,39034
SF_Total,28,Conjunction,2,7378,18.9015,39034
SF_Total,28,Opposition,2,7555,19.3549,39034
SF_Total,28,Conjunction,3,3403,8.718,39034
SF_Total,28,Opposition,3,3078,7.8854,39034
SF_Total,28,Conjunction,4,970,2.485,39034
SF_Total,28,Opposition,4,847,2.1699,39034
SF_Total,28,Conjunction,5,155,0.3971,39034
SF_Total,28,Opposition,5,174,0.4458,39034
SF_Total,28,Conjunction,6,29,0.0743,39034
SF_Total,28,Opposition,6,2,0.0051,39034
SF_Total,28,Conjunction,7,0,0.0,39034
SF_Total,28,Opposition,7,0,0.0,39034
SF_Total,29,Conjunction,0,12994,33.2889,39034
SF_Total,29,Opposition,0,13016,33.3453,39034
SF_Total,29,Conjunction,1,13590,34.8158,39034
SF_Total,29,Opposition,1,13801,35.3564,39034
SF_Total,29,Conjunction,2,7569,19.3908,39034
SF_Total,29,Opposition,2,7808,20.0031,39034
SF_Total,29,Conjunction,3,3590,9.1971,39034
SF_Total,29,Opposition,3,3269,8.3748,39034
SF_Total,29,Conjunction,4,1066,2.731,39034
SF_Total,29,Opposition,4,938,2.403,39034
SF_Total,29,Conjunction,5,189,0.4842,39034
SF_Total,29,Opposition,5,198,0.5073,39034
SF_Total,29,Conjunction,6,36,0.0922,39034
SF_Total,29,Opposition,6,4,0.0102,39034
SF_Total,29,Conjunction,7,0,0.0,39034
SF_Total,29,Opposition,7,0,0.0,39034
SF_Total,30,Conjunction,0,12550,32.1515,39034
SF_Total,30,Opposition,0,12527,32.0925,39034
SF_Total,30,Conjunction,1,13480,34.534,39034
SF_Total,30,Opposition,1,13700,35.0976,39034
SF_Total,30,Conjunction,2,7770,19.9057,39034
SF_Total,30,Opposition,2,8045,20.6102,39034
SF_Total,30,Conjunction,3,3826,9.8017,39034
SF_Total,30,Opposition,3,3497,8.9589,39034
SF_Total,30,Conjunction,4,1135,2.9077,39034
SF_Total,30,Opposition,4,1036,2.6541,39034
SF_Total,30,Conjunction,5,232,0.5944,39034
SF_Total,30,Opposition,5,224,0.5739,39034
SF_Total,30,Conjunction,6,41,0.105,39034
SF_Total,30,Opposition,6,5,0.0128,39034
SF_Total,30,Conjunction,7,0,0.0,39034
SF_Total,30,Opposition,7,0,0.0,39034
SF_B-Class,1,Conjunction,0,6862,96.2817,7127
SF_B-Class,1,Opposition,0,6883,96.5764,7127
SF_B-Class,1,Conjunction,1,256,3.592,7127
SF_B-Class,1,Opposition,1,241,3.3815,7127
SF_B-Class,1,Conjunction,2,9,0.1263,7127
SF_B-Class,1,Opposition,2,3,0.0421,7127
SF_B-Class,1,Conjunction,3,0,0.0,7127
SF_B-Class,1,Opposition,3,0,0.0,7127
SF_B-Class,1,Conjunction,4,0,0.0,7127
SF_B-Class,1,Opposition,4,0,0.0,7127
SF_B-Class,1,Conjunction,5,0,0.0,7127
SF_B-Class,1,Opposition,5,0,0.0,7127
SF_B-Class,1,Conjunction,6,0,0.0,7127
SF_B-Class,1,Opposition,6,0,0.0,7127
SF_B-Class,1,Conjunction,7,0,0.0,7127
SF_B-Class,1,Opposition,7,0,0.0,7127
SF_B-Class,2,Conjunction,0,6601,92.6196,7127
SF_B-Class,2,Opposition,0,6624,92.9423,7127
SF_B-Class,2,Conjunction,1,497,6.9735,7127
SF_B-Class,2,Opposition,1,484,6.7911,7127
SF_B-Class,2,Conjunction,2,28,0.3929,7127
SF_B-Class,2,Opposition,2,17,0.2385,7127
SF_B-Class,2,Conjunction,3,1,0.014,7127
SF_B-Class,2,Opposition,3,2,0.0281,7127
SF_B-Class,2,Conjunction,4,0,0.0,7127
SF_B-Class,2,Opposition,4,0,0.0,7127
SF_B-Class,2,Conjunction,5,0,0.0,7127
SF_B-Class,2,Opposition,5,0,0.0,7127
SF_B-Class,2,Conjunction,6,0,0.0,7127
SF_B-Class,2,Opposition,6,0,0.0,7127
SF_B-Class,2,Conjunction,7,0,0.0,7127
SF_B-Class,2,Opposition,7,0,0.0,7127
SF_B-Class,3,Conjunction,0,6344,89.0136,7127
SF_B-Class,3,Opposition,0,6382,89.5468,7127
SF_B-Class,3,Conjunction,1,713,10.0042,7127
SF_B-Class,3,Opposition,1,708,9.9341,7127
SF_B-Class,3,Conjunction,2,69,0.9681,7127
SF_B-Class,3,Opposition,2,32,0.449,7127
SF_B-Class,3,Conjunction,3,1,0.014,7127
SF_B-Class,3,Opposition,3,5,0.0702,7127
SF_B-Class,3,Conjunction,4,0,0.0,7127
SF_B-Class,3,Opposition,4,0,0.0,7127
SF_B-Class,3,Conjunction,5,0,0.0,7127
SF_B-Class,3,Opposition,5,0,0.0,7127
SF_B-Class,3,Conjunction,6,0,0.0,7127
SF_B-Class,3,Opposition,6,0,0.0,7127
SF_B-Class,3,Conjunction,7,0,0.0,7127
SF_B-Class,3,Opposition,7,0,0.0,7127
SF_B-Class,4,Conjunction,0,6093,85.4918,7127
SF_B-Class,4,Opposition,0,6154,86.3477,7127
SF_B-Class,4,Conjunction,1,922,12.9367,7127
SF_B-Class,4,Opposition,1,901,12.6421,7127
SF_B-Class,4,Conjunction,2,108,1.5154,7127
SF_B-Class,4,Opposition,2,66,0.9261,7127
SF_B-Class,4,Conjunction,3,4,0.0561,7127
SF_B-Class,4,Opposition,3,6,0.0842,7127
SF_B-Class,4,Conjunction,4,0,0.0,7127
SF_B-Class,4,Opposition,4,0,0.0,7127
SF_B-Class,4,Conjunction,5,0,0.0,7127
SF_B-Class,4,Opposition,5,0,0.0,7127
SF_B-Class,4,Conjunction,6,0,0.0,7127
SF_B-Class,4,Opposition,6,0,0.0,7127
SF_B-Class,4,Conjunction,7,0,0.0,7127
SF_B-Class,4,Opposition,7,0,0.0,7127
SF_B-Class,5,Conjunction,0,5835,81.8718,7127
SF_B-Class,5,Opposition,0,5921,83.0784,7127
SF_B-Class,5,Conjunction,1,1148,16.1078,7127
SF_B-Class,5,Opposition,1,1104,15.4904,7127
SF_B-Class,5,Conjunction,2,136,1.9082,7127
SF_B-Class,5,Opposition,2,87,1.2207,7127
SF_B-Class,5,Conjunction,3,8,0.1122,7127
SF_B-Class,5,Opposition,3,15,0.2105,7127
SF_B-Class,5,Conjunction,4,0,0.0,7127
SF_B-Class,5,Opposition,4,0,0.0,7127
SF_B-Class,5,Conjunction,5,0,0.0,7127
SF_B-Class,5,Opposition,5,0,0.0,7127
SF_B-Class,5,Conjunction,6,0,0.0,7127
SF_B-Class,5,Opposition,6,0,0.0,7127
SF_B-Class,5,Conjunction,7,0,0.0,7127
SF_B-Class,5,Opposition,7,0,0.0,7127
SF_B-Class,6,Conjunction,0,5581,78.3078,7127
SF_B-Class,6,Opposition,0,5681,79.711,7127
SF_B-Class,6,Conjunction,1,1343,18.8438,7127
SF_B-Class,6,Opposition,1,1304,18.2966,7127
SF_B-Class,6,Conjunction,2,188,2.6379,7127
SF_B-Class,6,Opposition,2,123,1.7258,7127
SF_B-Class,6,Conjunction,3,14,0.1964,7127
SF_B-Class,6,Opposition,3,18,0.2526,7127
SF_B-Class,6,Conjunction,4,1,0.014,7127
SF_B-Class,6,Opposition,4,1,0.014,7127
SF_B-Class,6,Conjunction,5,0,0.0,7127
SF_B-Class,6,Opposition,5,0,0.0,7127
SF_B-Class,6,Conjunction,6,0,0.0,7127
SF_B-Class,6,Opposition,6,0,0.0,7127
SF_B-Class,6,Conjunction,7,0,0.0,7127
SF_B-Class,6,Opposition,7,0,0.0,7127
SF_B-Class,7,Conjunction,0,5351,75.0807,7127
SF_B-Class,7,Opposition,0,5462,76.6381,7127
SF_B-Class,7,Conjunction,1,1509,21.173,7127
SF_B-Class,7,Opposition,1,1480,20.7661,7127
SF_B-Class,7,Conjunction,2,246,3.4517,7127
SF_B-Class,7,Opposition,2,158,2.2169,7127
SF_B-Class,7,Conjunction,3,20,0.2806,7127
SF_B-Class,7,Opposition,3,26,0.3648,7127
SF_B-Class,7,Conjunction,4,1,0.014,7127
SF_B-Class,7,Opposition,4,1,0.014,7127
SF_B-Class,7,Conjunction,5,0,0.0,7127
SF_B-Class,7,Opposition,5,0,0.0,7127
SF_B-Class,7,Conjunction,6,0,0.0,7127
